neighbourhood_cleansed,property_type,room_type,accommodates,bathrooms,instant_bookable,bedrooms,bed_type,beds,cleaning_fee,availability_365,guests_included,extra_people,minimum_nights,cancellation_policy,high_end_electronics,smoke_detector,washing_machine,heating,hair_dryer,hangers,tv,kitchen,workspace,internet,price
West End,Apartment,Entire home/apt,5,2.0,f,2.0,Real Bed,3.0,136.0,359,1,0.0,2,strict,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,145.99999999999997
West End,Apartment,Private room,1,1.0,f,1.0,Real Bed,1.0,50.0,341,1,58.0,3,strict,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,145.0
West End,Apartment,Entire home/apt,4,1.0,f,2.0,Real Bed,2.0,150.0,364,1,0.0,7,strict,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,348.9999999999999
West End,Apartment,Entire home/apt,7,2.0,f,3.0,Real Bed,4.0,136.0,350,1,0.0,2,strict,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,168.0
West End,Apartment,Entire home/apt,7,2.0,f,3.0,Real Bed,4.0,136.0,352,1,0.0,2,strict,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,224.0
West End,Condominium,Entire home/apt,4,1.0,t,1.0,Real Bed,2.0,0.0,325,2,18.0,2,strict,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,155.0
West End,Apartment,Entire home/apt,4,2.0,f,2.0,Real Bed,2.0,200.0,364,1,0.0,4,strict,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,298.99999999999994
West End,Apartment,Entire home/apt,5,2.0,f,2.0,Real Bed,3.0,150.0,362,1,0.0,3,strict,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,395.0
West End,Apartment,Entire home/apt,3,1.0,f,1.0,Real Bed,1.0,100.0,179,1,0.0,10,strict,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,169.00000000000006
West End,Apartment,Private room,1,1.0,f,1.0,Real Bed,1.0,35.0,359,1,40.0,3,strict,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,155.0
West End,Apartment,Entire home/apt,5,2.0,f,2.0,Real Bed,2.0,100.0,175,1,0.0,10,strict,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,248.9999999999999
West End,Apartment,Entire home/apt,4,2.0,f,2.0,Real Bed,2.0,0.0,359,1,0.0,10,moderate,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,315.00000000000006
West End,Apartment,Entire home/apt,5,2.0,f,2.0,Real Bed,2.0,100.0,179,1,0.0,10,strict,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,198.99999999999991
West End,Apartment,Entire home/apt,5,2.0,f,2.0,Real Bed,3.0,100.0,0,1,0.0,10,moderate,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,288.99999999999994
West End,Apartment,Entire home/apt,3,1.0,f,1.0,Real Bed,2.0,100.0,137,1,0.0,3,moderate,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,219.99999999999991
West End,Apartment,Entire home/apt,5,2.0,f,2.0,Real Bed,2.0,100.0,179,1,0.0,10,strict,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,198.99999999999991
West End,Apartment,Private room,2,1.0,f,1.0,Real Bed,1.0,20.0,0,1,0.0,1,flexible,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,94.99999999999999
West End,Apartment,Entire home/apt,5,2.0,f,2.0,Real Bed,2.0,100.0,179,1,0.0,10,strict,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,198.99999999999991
West End,Apartment,Entire home/apt,3,1.0,f,1.0,Real Bed,1.0,100.0,175,1,0.0,10,strict,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,169.00000000000006
West End,Apartment,Entire home/apt,5,2.0,f,2.0,Real Bed,2.0,100.0,245,1,0.0,10,strict,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,198.99999999999991
West End,Apartment,Entire home/apt,3,1.0,f,1.0,Real Bed,1.0,100.0,175,1,0.0,10,strict,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,169.00000000000006
West End,Apartment,Entire home/apt,3,1.0,f,1.0,Real Bed,1.0,100.0,117,1,0.0,10,strict,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,169.00000000000006
West End,Apartment,Entire home/apt,3,1.0,f,1.0,Real Bed,1.0,100.0,179,1,0.0,10,strict,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,169.00000000000006
West End,Apartment,Entire home/apt,5,2.0,f,2.0,Real Bed,2.0,100.0,179,1,0.0,10,strict,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,198.99999999999991
West End,Apartment,Entire home/apt,5,2.0,f,2.0,Real Bed,2.0,100.0,365,1,0.0,10,strict,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,198.99999999999991
West End,Apartment,Entire home/apt,2,1.0,f,1.0,Real Bed,1.0,200.0,364,1,0.0,3,strict,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,248.9999999999999
West End,Apartment,Entire home/apt,5,2.0,f,2.0,Real Bed,2.0,100.0,62,1,0.0,3,strict,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,198.99999999999991
West End,Apartment,Entire home/apt,5,2.0,f,2.0,Real Bed,2.0,100.0,179,1,0.0,10,strict,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,198.99999999999991
West End,Apartment,Entire home/apt,10,2.5,f,3.0,Real Bed,3.0,100.0,0,1,0.0,1,flexible,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,450.0000000000001
West End,Apartment,Entire home/apt,2,1.0,f,0.0,Real Bed,1.0,25.0,0,1,10.0,2,strict,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,99.00000000000004
West End,Apartment,Entire home/apt,2,1.0,f,1.0,Real Bed,1.0,150.0,364,4,0.0,4,strict,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,248.9999999999999
West End,Apartment,Entire home/apt,5,2.0,f,2.0,Real Bed,2.0,100.0,179,1,0.0,10,strict,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,198.99999999999991
West End,Apartment,Entire home/apt,4,1.0,f,1.0,Real Bed,1.0,0.0,0,1,0.0,1,flexible,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,135.00000000000006
West End,Apartment,Entire home/apt,3,1.0,f,1.0,Real Bed,1.0,100.0,179,1,0.0,10,strict,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,189.0
West End,Apartment,Private room,1,1.0,f,1.0,Real Bed,1.0,50.0,0,1,0.0,2,strict,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,60.00000000000001
West End,Apartment,Entire home/apt,3,1.0,f,1.0,Real Bed,2.0,100.0,86,1,0.0,10,moderate,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,208.99999999999994
West End,Apartment,Entire home/apt,3,1.0,f,1.0,Real Bed,2.0,0.0,316,1,0.0,3,flexible,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,279.9999999999999
West End,Apartment,Entire home/apt,4,1.0,f,2.0,Real Bed,3.0,0.0,336,1,0.0,2,strict,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,274.9999999999999
West End,Apartment,Entire home/apt,5,2.0,f,2.0,Real Bed,3.0,100.0,184,1,0.0,10,moderate,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,269.00000000000006
West End,Apartment,Entire home/apt,4,1.0,f,1.0,Real Bed,2.0,0.0,313,2,25.0,3,strict,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,219.00000000000009
Beacon Hill,Apartment,Entire home/apt,3,1.0,f,1.0,Real Bed,1.0,250.0,248,0,0.0,6,strict,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,109.99999999999997
Beacon Hill,Condominium,Entire home/apt,4,1.0,f,2.0,Real Bed,2.0,30.0,309,1,0.0,1,strict,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,274.9999999999999
Beacon Hill,Apartment,Entire home/apt,4,2.5,f,2.0,Real Bed,1.0,0.0,95,1,0.0,1,moderate,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,200.0
Beacon Hill,Apartment,Entire home/apt,2,1.0,f,1.0,Real Bed,1.0,55.0,365,2,45.0,2,strict,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,425.00000000000017
Beacon Hill,Apartment,Entire home/apt,2,1.0,f,1.0,Real Bed,1.0,70.0,204,2,0.0,30,flexible,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,150.0
Beacon Hill,Apartment,Entire home/apt,4,1.0,f,2.0,Real Bed,2.0,100.0,0,1,0.0,15,strict,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,127.99999999999997
Beacon Hill,Apartment,Entire home/apt,2,1.0,f,1.0,Real Bed,1.0,20.0,308,1,0.0,1,strict,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,176.99999999999997
Beacon Hill,Apartment,Entire home/apt,4,1.0,f,1.0,Real Bed,2.0,0.0,0,1,0.0,1,flexible,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,150.0
Beacon Hill,Apartment,Entire home/apt,5,1.0,f,2.0,Real Bed,2.0,0.0,0,1,0.0,1,flexible,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,219.99999999999991
Beacon Hill,Apartment,Entire home/apt,2,1.0,f,1.0,Real Bed,1.0,0.0,302,1,0.0,1,strict,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,155.0
Beacon Hill,Apartment,Entire home/apt,8,3.0,f,3.0,Real Bed,3.0,0.0,333,1,0.0,2,strict,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,398.9999999999999
Beacon Hill,Apartment,Entire home/apt,1,1.0,f,1.0,Real Bed,1.0,25.0,0,1,0.0,3,strict,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,158.99999999999994
Beacon Hill,Apartment,Entire home/apt,2,1.0,f,0.0,Real Bed,1.0,35.0,0,1,0.0,2,flexible,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,99.00000000000004
Beacon Hill,Apartment,Private room,2,2.0,f,1.0,Real Bed,1.0,30.0,249,1,5.0,2,strict,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,120.00000000000003
Beacon Hill,Bed & Breakfast,Private room,2,1.0,f,1.0,Real Bed,1.0,0.0,365,2,25.0,4,strict,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,270.00000000000006
Beacon Hill,Apartment,Private room,1,1.0,f,1.0,Real Bed,1.0,0.0,365,1,0.0,1,flexible,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,150.0
Beacon Hill,Apartment,Entire home/apt,2,1.0,f,0.0,Real Bed,2.0,40.0,333,2,25.0,1,strict,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,89.0
Beacon Hill,House,Entire home/apt,3,1.0,t,0.0,Real Bed,2.0,30.0,118,1,0.0,1,moderate,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,198.99999999999991
Beacon Hill,Apartment,Private room,2,1.0,f,1.0,Real Bed,1.0,0.0,323,1,35.0,1,flexible,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,120.00000000000003
Beacon Hill,Apartment,Entire home/apt,2,1.0,f,0.0,Real Bed,1.0,50.0,305,2,20.0,2,strict,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,132.99999999999997
Beacon Hill,Apartment,Entire home/apt,3,1.0,f,1.0,Real Bed,1.0,65.0,6,1,0.0,2,flexible,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,274.9999999999999
Beacon Hill,Apartment,Entire home/apt,2,1.0,f,0.0,Real Bed,1.0,0.0,164,1,0.0,5,strict,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,165.00000000000006
Beacon Hill,Apartment,Entire home/apt,2,1.0,f,1.0,Real Bed,1.0,0.0,0,1,0.0,5,strict,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,299.9999999999999
Beacon Hill,Apartment,Private room,1,1.0,f,1.0,Real Bed,1.0,30.0,334,1,0.0,2,strict,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,100.00000000000003
Beacon Hill,Apartment,Private room,1,1.0,f,1.0,Real Bed,1.0,10.0,0,1,0.0,1,flexible,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,84.99999999999997
Beacon Hill,Apartment,Entire home/apt,6,1.5,f,3.0,Real Bed,3.0,125.0,279,1,0.0,2,strict,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,768.9999999999997
Beacon Hill,Apartment,Entire home/apt,2,1.0,f,0.0,Real Bed,1.0,225.0,337,1,0.0,7,strict,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,155.0
Beacon Hill,Apartment,Private room,1,1.0,f,1.0,Real Bed,1.0,25.0,0,1,25.0,3,strict,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.99999999999997
Beacon Hill,Apartment,Entire home/apt,3,1.0,f,0.0,Real Bed,1.0,50.0,332,1,0.0,1,strict,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,254.99999999999994
Beacon Hill,Apartment,Entire home/apt,4,1.0,f,1.0,Real Bed,1.0,0.0,0,3,50.0,2,strict,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,298.99999999999994
Beacon Hill,Apartment,Entire home/apt,2,1.0,f,1.0,Real Bed,2.0,0.0,0,1,0.0,1,flexible,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,143.0
Beacon Hill,Condominium,Entire home/apt,4,1.5,f,2.0,Real Bed,3.0,100.0,0,1,0.0,5,strict,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,260.00000000000006
Beacon Hill,Apartment,Entire home/apt,8,2.0,f,2.0,Real Bed,3.0,65.0,343,4,50.0,1,strict,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,266.99999999999994
Beacon Hill,Apartment,Entire home/apt,6,1.0,t,2.0,Real Bed,2.0,85.0,91,4,50.0,3,strict,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,298.99999999999994
Beacon Hill,Apartment,Entire home/apt,2,1.0,f,0.0,Real Bed,1.0,225.0,284,1,0.0,7,strict,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,155.0
Beacon Hill,Apartment,Entire home/apt,4,1.0,f,1.0,Real Bed,2.0,60.0,254,1,0.0,1,strict,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,250.0000000000001
Beacon Hill,Apartment,Private room,2,1.0,t,1.0,Real Bed,1.0,40.0,340,2,39.0,1,moderate,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,169.00000000000006
Beacon Hill,Apartment,Private room,2,1.0,f,1.0,Real Bed,1.0,0.0,298,1,0.0,2,strict,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,75.0
Beacon Hill,Apartment,Entire home/apt,2,1.0,f,0.0,Real Bed,1.0,225.0,327,1,0.0,7,strict,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,137.00000000000006
Beacon Hill,Apartment,Entire home/apt,2,1.0,f,1.0,Real Bed,1.0,0.0,0,2,100.0,1,moderate,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,225.00000000000009
Beacon Hill,Apartment,Entire home/apt,3,1.0,f,2.0,Real Bed,2.0,40.0,16,2,50.0,2,strict,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,219.99999999999991
Beacon Hill,Condominium,Entire home/apt,2,1.0,f,1.0,Real Bed,1.0,80.0,78,1,0.0,2,strict,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,210.00000000000003
Beacon Hill,Apartment,Entire home/apt,2,1.0,f,2.0,Real Bed,2.0,0.0,59,1,0.0,30,strict,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,146.99999999999994
Beacon Hill,Apartment,Private room,2,1.0,f,1.0,Real Bed,1.0,100.0,0,2,50.0,2,strict,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,180.00000000000006
Beacon Hill,Apartment,Entire home/apt,2,1.0,f,0.0,Real Bed,1.0,0.0,155,1,0.0,2,strict,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,208.99999999999994
Beacon Hill,Apartment,Entire home/apt,4,1.0,f,1.0,Real Bed,2.0,0.0,86,1,0.0,2,moderate,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,198.99999999999991
Beacon Hill,Apartment,Entire home/apt,2,1.0,f,1.0,Real Bed,1.0,0.0,92,1,0.0,2,flexible,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,102.99999999999999
Beacon Hill,Apartment,Entire home/apt,6,1.0,f,2.0,Real Bed,3.0,65.0,47,4,35.0,1,strict,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,200.0
Beacon Hill,Apartment,Private room,1,1.0,f,1.0,Real Bed,1.0,20.0,249,1,0.0,1,strict,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,113.00000000000003
Beacon Hill,Apartment,Entire home/apt,2,1.0,t,1.0,Real Bed,1.0,50.0,298,2,0.0,4,strict,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,174.99999999999991
Beacon Hill,Apartment,Entire home/apt,3,1.0,f,1.0,Real Bed,1.0,0.0,305,1,0.0,3,moderate,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,174.99999999999991
Beacon Hill,Apartment,Entire home/apt,2,1.0,f,1.0,Real Bed,1.0,79.0,316,1,0.0,2,strict,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,238.00000000000009
Beacon Hill,Apartment,Entire home/apt,2,1.0,f,2.0,Real Bed,1.0,0.0,0,1,0.0,2,strict,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,250.0000000000001
Beacon Hill,Apartment,Private room,1,1.0,f,1.0,Airbed,1.0,25.0,152,1,25.0,1,strict,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,100.00000000000003
Beacon Hill,Apartment,Entire home/apt,2,1.0,f,0.0,Real Bed,1.0,50.0,245,1,0.0,3,moderate,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,200.0
Beacon Hill,Condominium,Entire home/apt,3,1.0,f,1.0,Real Bed,1.0,250.0,273,0,0.0,6,strict,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,200.0
Beacon Hill,Apartment,Entire home/apt,2,1.0,f,0.0,Real Bed,1.0,0.0,145,1,0.0,2,moderate,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,183.99999999999991
Beacon Hill,Condominium,Entire home/apt,4,1.5,t,2.0,Real Bed,2.0,100.0,293,1,0.0,3,strict,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,305.0
Beacon Hill,Apartment,Private room,2,1.0,f,1.0,Real Bed,1.0,50.0,19,1,0.0,1,strict,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,129.99999999999994
Beacon Hill,Apartment,Entire home/apt,2,1.0,f,1.0,Real Bed,1.0,50.0,0,1,0.0,2,moderate,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,149.00000000000009
Beacon Hill,Apartment,Entire home/apt,2,1.0,f,0.0,Real Bed,1.0,100.0,330,1,0.0,2,strict,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,200.0
Beacon Hill,Condominium,Entire home/apt,4,2.0,f,2.0,Real Bed,2.0,0.0,343,3,0.0,3,strict,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,600.0
Beacon Hill,Apartment,Entire home/apt,2,1.0,f,1.0,Real Bed,1.0,0.0,0,1,0.0,1,flexible,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,200.0
Beacon Hill,Condominium,Private room,2,1.0,f,1.0,Real Bed,1.0,0.0,353,1,25.0,1,strict,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,198.99999999999991
Beacon Hill,Apartment,Entire home/apt,6,1.0,f,2.0,Real Bed,3.0,65.0,48,4,35.0,1,strict,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,250.0000000000001
Beacon Hill,Apartment,Entire home/apt,4,1.0,f,1.0,Real Bed,2.0,50.0,71,2,50.0,1,flexible,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,219.99999999999991
Beacon Hill,Apartment,Entire home/apt,3,1.0,f,2.0,Real Bed,2.0,100.0,75,3,125.0,3,strict,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,274.9999999999999
Beacon Hill,Apartment,Entire home/apt,3,1.0,t,1.0,Real Bed,2.0,65.0,270,1,0.0,2,strict,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1234.9999999999995
Beacon Hill,Apartment,Entire home/apt,8,1.0,f,2.0,Real Bed,2.0,65.0,322,4,50.0,1,strict,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,200.0
Beacon Hill,Apartment,Private room,2,1.0,f,1.0,Real Bed,1.0,0.0,8,1,0.0,1,flexible,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,135.00000000000006
Beacon Hill,Apartment,Entire home/apt,4,1.0,f,2.0,Real Bed,2.0,30.0,0,1,0.0,4,strict,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,198.99999999999991
Beacon Hill,Apartment,Entire home/apt,3,1.0,f,1.0,Real Bed,1.0,30.0,0,1,0.0,2,flexible,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,140.00000000000003
Beacon Hill,Apartment,Entire home/apt,2,1.0,f,1.0,Real Bed,2.0,125.0,66,2,0.0,7,strict,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,375.00000000000006
Beacon Hill,Bed & Breakfast,Private room,2,1.0,f,1.0,Real Bed,1.0,0.0,110,1,0.0,2,flexible,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,103.99999999999997
Beacon Hill,House,Entire home/apt,8,3.5,f,4.0,Real Bed,6.0,200.0,245,1,0.0,4,strict,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,649.9999999999998
Beacon Hill,Apartment,Entire home/apt,2,1.0,f,1.0,Real Bed,1.0,0.0,0,1,0.0,2,flexible,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,395.0
Beacon Hill,Apartment,Entire home/apt,6,1.0,f,1.0,Real Bed,3.0,65.0,47,3,40.0,1,strict,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,200.0
Beacon Hill,Apartment,Shared room,2,1.0,f,1.0,Pull-out Sofa,1.0,15.0,314,1,20.0,2,moderate,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,89.0
Beacon Hill,Apartment,Entire home/apt,2,1.0,f,0.0,Real Bed,1.0,225.0,286,1,0.0,7,strict,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,157.00000000000003
Beacon Hill,Apartment,Entire home/apt,4,1.0,f,1.0,Real Bed,2.0,12.0,0,1,0.0,2,flexible,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,185.00000000000009
Beacon Hill,Apartment,Shared room,1,1.0,f,1.0,Pull-out Sofa,1.0,40.0,19,1,50.0,2,strict,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,100.00000000000003
Beacon Hill,Apartment,Entire home/apt,2,1.0,f,1.0,Real Bed,1.0,30.0,244,2,25.0,2,strict,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,200.0
Beacon Hill,Apartment,Private room,2,1.0,f,1.0,Real Bed,1.0,40.0,0,1,0.0,1,flexible,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,330.0
Beacon Hill,Apartment,Entire home/apt,4,1.0,f,1.0,Real Bed,2.0,95.0,298,1,0.0,3,strict,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,229.00000000000006
Beacon Hill,Apartment,Entire home/apt,2,1.0,f,1.0,Real Bed,1.0,10.0,0,1,0.0,1,flexible,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,129.99999999999994
Beacon Hill,Apartment,Private room,2,1.0,f,1.0,Real Bed,1.0,100.0,0,2,150.0,3,strict,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,200.0
Beacon Hill,Apartment,Entire home/apt,2,1.0,f,1.0,Real Bed,1.0,0.0,30,1,0.0,2,strict,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,157.00000000000003
Beacon Hill,Apartment,Entire home/apt,2,1.0,f,0.0,Pull-out Sofa,1.0,25.0,13,2,0.0,1,strict,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,150.0
Beacon Hill,Apartment,Entire home/apt,2,1.0,f,1.0,Real Bed,1.0,0.0,155,1,0.0,2,strict,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,189.0
Beacon Hill,Apartment,Private room,2,1.0,f,1.0,Real Bed,1.0,50.0,0,1,0.0,1,strict,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,250.0000000000001
Beacon Hill,House,Entire home/apt,3,2.0,f,2.0,Real Bed,2.0,100.0,0,3,20.0,2,strict,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,375.00000000000006
