neighbourhood_cleansed,property_type,room_type,accommodates,bathrooms,instant_bookable,bedrooms,bed_type,beds,cleaning_fee,availability_365,guests_included,extra_people,minimum_nights,cancellation_policy,high_end_electronics,smoke_detector,washing_machine,heating,hair_dryer,hangers,tv,kitchen,workspace,internet,price
Roxbury,House,Private room,1,2.0,t,1.0,Real Bed,1.0,0.0,349,1,0.0,1,strict,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,99.00000000000004
Roxbury,House,Entire home/apt,6,2.0,f,2.0,Real Bed,3.0,200.0,0,1,0.0,7,flexible,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,250.0000000000001
Roxbury,Apartment,Private room,1,1.0,f,1.0,Real Bed,1.0,25.0,21,1,30.0,2,moderate,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,92.00000000000003
Roxbury,Loft,Shared room,2,1.0,f,1.0,Real Bed,1.0,0.0,0,1,0.0,1,flexible,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,99.00000000000004
Roxbury,Apartment,Private room,2,1.0,f,1.0,Real Bed,1.0,25.0,47,1,30.0,2,moderate,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,125.0
Roxbury,Apartment,Private room,2,1.0,f,1.0,Real Bed,1.0,0.0,333,1,20.0,3,strict,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,84.99999999999997
Roxbury,Apartment,Private room,1,1.5,f,1.0,Real Bed,1.0,5.0,93,1,15.0,30,flexible,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,35.0
Roxbury,Townhouse,Private room,2,1.0,f,1.0,Real Bed,1.0,20.0,42,1,40.0,3,moderate,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,89.99999999999997
Roxbury,Apartment,Entire home/apt,10,3.5,t,0.0,Real Bed,3.0,200.0,365,6,20.0,4,strict,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,450.0000000000001
Roxbury,Apartment,Shared room,1,1.0,f,1.0,Pull-out Sofa,1.0,0.0,254,1,0.0,1,flexible,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,35.0
Roxbury,Apartment,Private room,1,1.0,f,1.0,Real Bed,1.0,0.0,292,1,0.0,1,flexible,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,100.00000000000003
Roxbury,Apartment,Private room,1,1.0,f,1.0,Real Bed,1.0,30.0,345,1,0.0,1,flexible,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,52.00000000000001
Roxbury,Apartment,Entire home/apt,4,1.0,f,1.0,Real Bed,1.0,100.0,284,1,0.0,2,strict,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,163.00000000000006
Roxbury,Apartment,Entire home/apt,7,2.0,f,3.0,Real Bed,3.0,200.0,349,5,100.0,4,flexible,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,649.9999999999998
Roxbury,Apartment,Private room,2,1.0,f,1.0,Real Bed,1.0,50.0,9,1,15.0,3,moderate,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,64.99999999999997
Roxbury,Apartment,Private room,1,1.0,f,1.0,Real Bed,1.0,0.0,261,1,0.0,1,moderate,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,82.99999999999999
Roxbury,Apartment,Private room,1,1.0,f,1.0,Real Bed,1.0,50.0,340,1,0.0,30,strict,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,40.00000000000001
Roxbury,Apartment,Private room,1,1.0,f,1.0,Real Bed,1.0,0.0,4,0,0.0,3,strict,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,50.0
Roxbury,Apartment,Entire home/apt,8,2.0,f,4.0,Real Bed,5.0,150.0,111,0,0.0,2,moderate,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,624.9999999999999
Roxbury,Apartment,Entire home/apt,4,1.0,f,0.0,Real Bed,2.0,50.0,166,1,0.0,2,flexible,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,200.0
Roxbury,Apartment,Private room,2,1.0,f,1.0,Real Bed,1.0,20.0,66,1,40.0,3,moderate,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,89.99999999999997
Roxbury,Apartment,Private room,2,1.0,t,1.0,Real Bed,1.0,5.0,305,1,30.0,1,moderate,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,64.99999999999997
Roxbury,Apartment,Entire home/apt,4,2.0,f,2.0,Real Bed,2.0,50.0,40,0,0.0,2,moderate,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,299.9999999999999
Roxbury,Apartment,Private room,2,1.0,f,1.0,Real Bed,1.0,10.0,0,1,0.0,1,flexible,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,50.0
Roxbury,House,Private room,2,1.0,t,1.0,Real Bed,1.0,20.0,365,1,60.0,1,flexible,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,100.00000000000003
Roxbury,Apartment,Private room,3,1.0,f,1.0,Real Bed,3.0,50.0,154,2,42.0,2,flexible,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,75.0
Roxbury,Apartment,Private room,1,1.0,f,1.0,Real Bed,1.0,50.0,351,1,0.0,30,strict,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,35.0
Roxbury,Apartment,Private room,2,1.0,t,1.0,Real Bed,1.0,5.0,263,1,30.0,1,moderate,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,63.000000000000036
Roxbury,Apartment,Private room,2,1.0,t,1.0,Real Bed,1.0,5.0,286,1,30.0,1,flexible,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,63.000000000000036
Roxbury,Apartment,Entire home/apt,4,1.0,f,1.0,Real Bed,2.0,100.0,337,1,0.0,2,strict,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,166.99999999999997
Roxbury,Apartment,Entire home/apt,2,1.0,f,1.0,Real Bed,1.0,0.0,111,1,0.0,3,moderate,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,150.0
Roxbury,Apartment,Entire home/apt,2,1.0,f,1.0,Real Bed,1.0,50.0,7,1,0.0,2,flexible,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,150.0
Roxbury,Apartment,Entire home/apt,6,1.0,f,2.0,Real Bed,3.0,75.0,323,2,10.0,3,strict,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,225.00000000000009
Roxbury,Apartment,Private room,1,1.0,f,1.0,Real Bed,1.0,0.0,0,1,0.0,3,flexible,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,50.0
Roxbury,Apartment,Private room,1,1.0,f,1.0,Real Bed,1.0,0.0,364,1,0.0,1,flexible,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.00000000000001
Roxbury,Apartment,Private room,1,1.0,f,1.0,Real Bed,1.0,25.0,59,0,0.0,2,moderate,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,81.00000000000001
Roxbury,Apartment,Private room,1,1.0,f,1.0,Real Bed,1.0,20.0,34,1,0.0,2,moderate,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,78.99999999999997
South End,Apartment,Entire home/apt,2,1.0,f,1.0,Real Bed,1.0,50.0,272,1,0.0,2,moderate,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,194.99999999999991
South End,Apartment,Entire home/apt,2,1.0,f,1.0,Real Bed,1.0,0.0,364,1,0.0,5,flexible,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,294.99999999999994
South End,Apartment,Private room,2,1.0,f,1.0,Real Bed,1.0,0.0,0,1,0.0,7,strict,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,120.00000000000003
South End,Apartment,Entire home/apt,7,2.0,f,2.0,Real Bed,5.0,50.0,0,1,0.0,1,strict,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,200.0
South End,Apartment,Entire home/apt,6,1.5,f,2.0,Real Bed,2.0,125.0,318,1,0.0,2,strict,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,250.0000000000001
South End,Apartment,Entire home/apt,2,1.0,f,1.0,Real Bed,1.0,0.0,248,1,0.0,1,flexible,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,175.99999999999994
South End,Apartment,Entire home/apt,2,1.0,f,1.0,Real Bed,1.0,0.0,51,1,0.0,7,flexible,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,150.0
South End,Apartment,Entire home/apt,2,1.0,f,1.0,Real Bed,1.0,75.0,362,1,0.0,2,strict,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,229.00000000000006
South End,Apartment,Entire home/apt,2,1.0,f,1.0,Real Bed,1.0,0.0,362,1,0.0,2,strict,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,278.9999999999999
South End,Apartment,Entire home/apt,2,1.0,f,1.0,Real Bed,1.0,0.0,359,1,0.0,2,strict,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,278.9999999999999
South End,Apartment,Entire home/apt,6,1.5,f,2.0,Real Bed,3.0,0.0,312,4,25.0,3,strict,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,290.0000000000001
South End,Apartment,Entire home/apt,2,1.0,f,1.0,Real Bed,1.0,0.0,362,1,0.0,3,strict,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,274.9999999999999
South End,Apartment,Entire home/apt,4,2.0,f,2.0,Real Bed,2.0,35.0,0,2,30.0,2,moderate,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,185.00000000000009
South End,Apartment,Entire home/apt,4,1.0,f,1.0,Real Bed,1.0,0.0,364,1,0.0,1,moderate,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,398.9999999999999
South End,Apartment,Entire home/apt,4,1.0,f,2.0,Real Bed,2.0,80.0,121,2,30.0,2,strict,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,254.99999999999994
South End,Apartment,Shared room,1,1.0,f,1.0,Airbed,1.0,60.0,361,1,0.0,1,strict,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,75.0
South End,Apartment,Entire home/apt,6,1.5,f,2.0,Real Bed,2.0,125.0,340,1,0.0,2,strict,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,250.0000000000001
South End,Apartment,Private room,2,1.0,f,1.0,Real Bed,1.0,0.0,0,1,20.0,1,moderate,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,100.00000000000003
South End,Apartment,Entire home/apt,4,1.0,f,1.0,Real Bed,1.0,50.0,106,2,30.0,2,strict,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,215.00000000000006
South End,House,Private room,1,1.0,f,1.0,Real Bed,1.0,10.0,337,1,12.0,1,moderate,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,125.0
South End,Apartment,Private room,2,1.0,f,1.0,Real Bed,1.0,0.0,30,1,0.0,2,flexible,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,109.99999999999997
South End,Condominium,Private room,2,1.5,t,1.0,Real Bed,1.0,50.0,339,1,70.0,2,moderate,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,125.0
South End,Apartment,Private room,2,1.0,f,1.0,Real Bed,1.0,50.0,0,1,0.0,1,moderate,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,80.00000000000003
South End,Apartment,Entire home/apt,8,2.0,t,3.0,Real Bed,4.0,150.0,153,4,0.0,2,strict,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,373.0000000000001
South End,Apartment,Entire home/apt,8,2.0,t,3.0,Real Bed,4.0,150.0,84,1,0.0,2,strict,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,525.0000000000001
South End,Condominium,Entire home/apt,4,2.0,t,2.0,Real Bed,2.0,75.0,30,2,10.0,3,strict,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,298.99999999999994
South End,Condominium,Entire home/apt,2,1.0,t,1.0,Real Bed,1.0,95.0,29,1,10.0,3,strict,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,269.00000000000006
South End,Apartment,Entire home/apt,4,1.0,t,1.0,Real Bed,2.0,80.0,28,2,10.0,3,strict,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,189.0
South End,Apartment,Entire home/apt,2,1.0,f,0.0,Real Bed,1.0,50.0,223,1,0.0,1,moderate,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,215.00000000000006
South End,Condominium,Entire home/apt,4,1.0,t,2.0,Real Bed,2.0,95.0,23,2,10.0,3,strict,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,278.9999999999999
South End,Condominium,Entire home/apt,4,1.0,t,1.0,Real Bed,2.0,75.0,30,1,10.0,3,strict,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,288.99999999999994
South End,Apartment,Entire home/apt,2,1.0,f,1.0,Real Bed,1.0,50.0,14,1,0.0,2,strict,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,229.00000000000006
South End,Apartment,Entire home/apt,4,1.0,t,1.0,Real Bed,2.0,90.0,84,1,0.0,2,moderate,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,154.00000000000003
South End,Apartment,Entire home/apt,6,2.0,t,2.0,Real Bed,3.0,99.0,137,1,0.0,2,moderate,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,236.00000000000028
South End,Apartment,Entire home/apt,4,1.0,f,1.0,Real Bed,2.0,80.0,338,2,35.0,2,strict,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,174.99999999999991
South End,Apartment,Shared room,1,1.0,f,1.0,Real Bed,1.0,6.0,365,1,15.0,1,flexible,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,60.00000000000001
South End,Condominium,Entire home/apt,4,1.0,t,1.0,Real Bed,2.0,80.0,21,2,10.0,3,strict,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,229.00000000000006
South End,Apartment,Entire home/apt,6,2.0,t,2.0,Real Bed,3.0,99.0,85,1,0.0,1,moderate,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,234.0
South End,Apartment,Entire home/apt,4,2.0,t,2.0,Real Bed,2.0,100.0,8,2,10.0,3,strict,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,328.99999999999994
South End,Apartment,Entire home/apt,4,1.0,t,1.0,Real Bed,2.0,95.0,26,1,10.0,3,strict,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,208.99999999999994
South End,Apartment,Entire home/apt,2,1.0,f,0.0,Real Bed,1.0,60.0,46,2,0.0,3,moderate,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,194.99999999999991
South End,Apartment,Entire home/apt,4,1.0,t,1.0,Real Bed,2.0,95.0,13,2,10.0,3,strict,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,169.00000000000006
South End,Townhouse,Entire home/apt,2,1.0,f,0.0,Real Bed,1.0,50.0,134,2,25.0,2,strict,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,145.0
South End,Apartment,Entire home/apt,2,1.0,f,0.0,Real Bed,1.0,0.0,149,1,0.0,2,strict,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,219.00000000000009
South End,Apartment,Entire home/apt,1,1.0,f,1.0,Real Bed,1.0,150.0,331,1,0.0,14,strict,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,150.0
South End,Apartment,Entire home/apt,2,1.0,f,0.0,Real Bed,1.0,25.0,156,1,0.0,3,strict,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,215.00000000000006
South End,Apartment,Private room,2,1.0,f,1.0,Real Bed,1.0,225.0,348,1,0.0,7,strict,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,155.0
South End,Apartment,Entire home/apt,2,1.0,f,0.0,Real Bed,1.0,75.0,321,1,0.0,2,strict,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,138.00000000000009
South End,Townhouse,Private room,2,1.0,f,1.0,Real Bed,1.0,25.0,16,1,0.0,3,strict,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,170.00000000000009
South End,Apartment,Entire home/apt,2,1.0,f,1.0,Real Bed,1.0,50.0,21,2,50.0,3,strict,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,170.00000000000009
South End,Apartment,Entire home/apt,4,1.0,f,2.0,Real Bed,2.0,50.0,80,2,30.0,2,strict,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,194.99999999999991
South End,Apartment,Private room,2,1.0,t,1.0,Real Bed,1.0,40.0,0,1,0.0,2,strict,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,125.0
South End,Condominium,Entire home/apt,3,1.0,f,2.0,Real Bed,2.0,60.0,4,3,50.0,2,strict,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,250.0000000000001
South End,Apartment,Private room,1,1.0,f,1.0,Real Bed,1.0,0.0,248,1,0.0,30,moderate,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,100.00000000000003
South End,Apartment,Entire home/apt,2,1.0,f,0.0,Real Bed,1.0,225.0,310,1,0.0,7,strict,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,137.00000000000006
South End,Apartment,Entire home/apt,2,1.0,f,0.0,Real Bed,1.0,225.0,310,1,0.0,7,strict,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,137.00000000000006
South End,Condominium,Entire home/apt,4,1.0,t,1.0,Real Bed,2.0,95.0,45,2,10.0,3,strict,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,198.99999999999991
South End,Apartment,Entire home/apt,4,1.0,f,1.0,Real Bed,1.0,0.0,292,2,25.0,3,strict,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,238.99999999999997
South End,Apartment,Entire home/apt,2,1.0,f,1.0,Real Bed,1.0,75.0,135,1,25.0,3,moderate,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,185.00000000000009
South End,Apartment,Entire home/apt,4,1.0,f,1.0,Real Bed,1.0,125.0,319,1,0.0,1,strict,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,174.99999999999991
South End,Apartment,Entire home/apt,4,1.0,f,2.0,Real Bed,2.0,40.0,0,1,0.0,2,strict,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,200.0
South End,Apartment,Entire home/apt,2,1.0,f,1.0,Real Bed,1.0,25.0,248,1,0.0,1,strict,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,174.99999999999991
South End,Condominium,Private room,3,1.5,f,1.0,Real Bed,2.0,30.0,68,2,20.0,1,moderate,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,125.0
South End,Apartment,Entire home/apt,2,1.0,f,1.0,Real Bed,1.0,50.0,2,2,50.0,5,flexible,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,150.0
South End,Apartment,Entire home/apt,2,1.0,f,0.0,Real Bed,1.0,225.0,278,1,0.0,7,strict,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,150.0
South End,Dorm,Private room,2,1.0,f,1.0,Real Bed,1.0,0.0,116,1,0.0,1,flexible,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,75.0
South End,Apartment,Entire home/apt,2,1.0,f,1.0,Real Bed,1.0,0.0,122,2,25.0,1,moderate,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,200.0
South End,Apartment,Entire home/apt,3,1.0,f,2.0,Real Bed,2.0,0.0,5,2,25.0,2,flexible,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,274.9999999999999
South End,Apartment,Private room,1,1.0,f,1.0,Real Bed,1.0,0.0,0,1,0.0,1,flexible,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,120.00000000000003
South End,Apartment,Entire home/apt,5,2.0,f,3.0,Real Bed,4.0,0.0,331,4,0.0,3,moderate,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,600.0
South End,Apartment,Private room,2,1.0,f,1.0,Real Bed,1.0,15.0,0,1,0.0,1,flexible,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,125.0
South End,Apartment,Entire home/apt,3,1.0,t,2.0,Real Bed,2.0,55.0,306,3,35.0,2,moderate,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,265.0
South End,Apartment,Entire home/apt,2,1.0,f,1.0,Real Bed,1.0,200.0,252,2,40.0,32,strict,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,160.00000000000003
South End,Apartment,Entire home/apt,2,1.0,f,0.0,Real Bed,1.0,225.0,300,1,0.0,7,strict,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,155.0
South End,Apartment,Entire home/apt,2,1.0,f,0.0,Real Bed,1.0,225.0,310,1,0.0,7,strict,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,137.00000000000006
South End,Apartment,Entire home/apt,3,1.0,f,1.0,Real Bed,1.0,75.0,0,2,25.0,2,strict,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,99.00000000000004
South End,House,Private room,1,1.0,f,1.0,Real Bed,1.0,10.0,329,1,0.0,1,moderate,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,97.99999999999999
South End,Apartment,Entire home/apt,2,1.0,f,0.0,Real Bed,1.0,225.0,326,1,0.0,7,strict,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,150.0
South End,Apartment,Entire home/apt,2,1.0,f,0.0,Real Bed,1.0,45.0,3,1,0.0,1,flexible,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,125.0
South End,Apartment,Entire home/apt,3,1.0,f,1.0,Real Bed,1.0,70.0,321,2,15.0,2,strict,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,235.0000000000001
South End,Apartment,Entire home/apt,4,1.0,f,1.0,Real Bed,1.0,20.0,324,3,20.0,1,strict,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,149.00000000000009
South End,Apartment,Entire home/apt,2,1.0,f,0.0,Real Bed,1.0,75.0,325,1,0.0,2,strict,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,100.00000000000003
South End,Apartment,Entire home/apt,2,1.0,f,1.0,Real Bed,1.0,100.0,304,1,0.0,3,strict,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,163.99999999999994
South End,Apartment,Entire home/apt,4,1.0,f,2.0,Real Bed,2.0,80.0,323,2,35.0,2,strict,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,185.00000000000009
South End,Apartment,Entire home/apt,3,1.0,f,1.0,Real Bed,2.0,95.0,293,1,0.0,3,flexible,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,250.0000000000001
South End,Apartment,Private room,2,1.0,f,1.0,Real Bed,1.0,30.0,0,1,0.0,1,flexible,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,100.00000000000003
South End,Apartment,Entire home/apt,4,1.0,f,2.0,Real Bed,2.0,0.0,350,1,0.0,1,flexible,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,274.9999999999999
South End,Apartment,Entire home/apt,2,1.0,f,0.0,Real Bed,1.0,75.0,320,1,0.0,2,strict,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,225.00000000000009
South End,Apartment,Entire home/apt,6,1.0,f,2.0,Real Bed,3.0,50.0,1,4,100.0,1,strict,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,250.0000000000001
South End,Loft,Private room,1,1.5,f,1.0,Real Bed,1.0,15.0,0,2,20.0,1,strict,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,50.0
South End,Condominium,Entire home/apt,3,1.0,f,1.0,Real Bed,1.0,35.0,4,1,0.0,4,strict,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,114.99999999999999
South End,Apartment,Entire home/apt,2,1.0,f,0.0,Real Bed,1.0,225.0,340,1,0.0,7,strict,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,150.0
South End,Apartment,Entire home/apt,4,1.0,f,0.0,Real Bed,2.0,40.0,29,2,10.0,4,moderate,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,170.00000000000009
South End,Apartment,Shared room,2,1.0,t,1.0,Airbed,1.0,0.0,138,1,40.0,2,moderate,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,125.0
South End,Apartment,Entire home/apt,2,2.0,f,2.0,Real Bed,1.0,0.0,39,1,0.0,2,flexible,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,250.0000000000001
South End,Apartment,Entire home/apt,4,1.0,t,2.0,Real Bed,3.0,95.0,79,2,10.0,3,strict,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,229.00000000000006
South End,Apartment,Private room,2,1.0,f,1.0,Real Bed,1.0,45.0,0,1,0.0,2,moderate,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,89.99999999999997
South End,Apartment,Entire home/apt,4,1.0,f,1.0,Real Bed,1.0,40.0,365,1,0.0,1,strict,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,200.0
South End,Apartment,Entire home/apt,2,1.0,f,0.0,Real Bed,1.0,75.0,327,1,0.0,2,strict,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,100.00000000000003
