neighbourhood_cleansed,property_type,room_type,accommodates,bathrooms,instant_bookable,bedrooms,bed_type,beds,cleaning_fee,availability_365,guests_included,extra_people,security_deposit,minimum_nights,cancellation_policy,breakfast,high_end_electronics,smoke_detector,pets_allowed,secure,washing_machine,heating,Hot_Tub,hair_dryer,hangers,elevator,fire_extinguisher,free_parking,gym,tv,kitchen,workspace,room_key,pool,wheelchair_access,internet,firstAid_kit,log_price
North End,Apartment,Entire home/apt,2,1.0,1,1.0,Real Bed,1.0,25,0,1,0,0,1,flexible,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,145.0
North End,Apartment,Entire home/apt,2,1.0,1,1.0,Real Bed,1.0,45,315,1,0,0,1,strict,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,125.0
North End,House,Entire home/apt,2,1.0,0,1.0,Real Bed,1.0,100,0,1,0,500,7,strict,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,170.99999999999994
North End,Apartment,Entire home/apt,4,1.5,0,2.0,Real Bed,2.0,80,150,1,0,1000,2,flexible,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,284.99999999999994
North End,Apartment,Entire home/apt,5,2.0,1,2.0,Real Bed,2.0,155,1,4,50,200,1,moderate,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,400.00000000000006
North End,Apartment,Entire home/apt,4,1.0,0,2.0,Real Bed,2.0,0,107,1,0,350,2,strict,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,400.00000000000006
North End,Apartment,Entire home/apt,3,1.0,0,1.0,Real Bed,2.0,0,63,1,0,0,3,moderate,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,210.00000000000003
North End,Apartment,Entire home/apt,8,1.5,0,1.0,Real Bed,5.0,75,325,4,25,500,2,strict,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,349.9999999999999
North End,Apartment,Entire home/apt,3,1.0,0,2.0,Real Bed,1.0,50,6,2,10,0,3,strict,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,182.00000000000009
North End,Apartment,Entire home/apt,2,1.0,1,1.0,Real Bed,1.0,0,3,1,0,0,1,flexible,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,200.0
North End,Apartment,Entire home/apt,5,1.0,0,2.0,Real Bed,2.0,60,344,4,40,99,1,strict,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,260.00000000000006
North End,Apartment,Entire home/apt,2,1.0,1,1.0,Real Bed,1.0,0,315,1,0,0,1,flexible,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,200.0
North End,Apartment,Private room,2,1.0,0,1.0,Couch,2.0,0,55,1,15,0,1,moderate,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,150.0
North End,Apartment,Entire home/apt,2,1.0,1,0.0,Real Bed,1.0,40,305,1,0,0,3,flexible,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,120.00000000000003
North End,Apartment,Private room,3,1.0,0,1.0,Real Bed,1.0,0,12,1,0,0,2,moderate,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,102.00000000000001
North End,Apartment,Entire home/apt,2,1.0,1,0.0,Real Bed,1.0,40,0,1,0,150,3,moderate,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,210.00000000000003
North End,Apartment,Entire home/apt,3,1.0,1,1.0,Real Bed,2.0,75,291,2,30,500,1,moderate,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,158.99999999999994
North End,House,Private room,4,1.0,0,1.0,Real Bed,3.0,25,224,1,10,150,3,moderate,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,120.00000000000003
North End,Other,Entire home/apt,6,2.0,0,2.0,Real Bed,4.0,158,335,2,35,0,2,strict,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,425.00000000000017
North End,Apartment,Entire home/apt,3,1.0,0,1.0,Real Bed,2.0,65,141,1,0,0,5,moderate,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,150.0
North End,Apartment,Entire home/apt,4,1.0,0,1.0,Real Bed,1.0,50,69,2,50,500,2,moderate,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,149.00000000000009
North End,Apartment,Entire home/apt,2,1.0,1,0.0,Real Bed,1.0,25,1,1,0,100,1,flexible,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,114.99999999999999
North End,Apartment,Entire home/apt,2,1.0,0,0.0,Real Bed,1.0,0,0,1,0,100,2,strict,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,150.0
North End,Apartment,Entire home/apt,8,3.0,1,3.0,Real Bed,5.0,95,0,8,25,0,1,strict,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,398.9999999999999
North End,Apartment,Entire home/apt,4,1.0,0,2.0,Real Bed,2.0,25,0,1,25,0,2,flexible,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,219.99999999999991
North End,House,Private room,2,1.0,0,1.0,Real Bed,1.0,25,241,1,0,100,2,moderate,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,109.99999999999997
North End,Apartment,Entire home/apt,2,1.0,1,1.0,Real Bed,1.0,45,301,1,0,0,1,strict,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,125.0
North End,Apartment,Entire home/apt,4,1.0,0,2.0,Real Bed,2.0,80,340,1,0,100,1,moderate,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,309.99999999999994
North End,Apartment,Entire home/apt,3,1.0,0,1.0,Real Bed,1.0,30,2,1,0,0,2,strict,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,160.00000000000003
North End,Apartment,Entire home/apt,2,1.0,0,1.0,Real Bed,1.0,25,0,1,0,250,2,flexible,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,558.9999999999999
North End,Apartment,Private room,4,1.0,0,1.0,Real Bed,2.0,95,328,1,0,0,1,flexible,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,174.99999999999991
North End,Apartment,Entire home/apt,4,1.0,0,1.0,Real Bed,1.0,75,294,2,50,500,1,moderate,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,158.99999999999994
North End,Other,Entire home/apt,5,1.5,0,2.0,Real Bed,4.0,166,335,2,37,0,2,strict,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,190.0
North End,Apartment,Entire home/apt,4,1.0,0,1.0,Real Bed,2.0,0,326,2,25,100,1,strict,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,165.00000000000006
North End,Apartment,Entire home/apt,6,1.0,0,2.0,Real Bed,3.0,95,280,4,0,0,1,strict,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,194.99999999999991
North End,Apartment,Entire home/apt,4,1.0,0,2.0,Real Bed,2.0,95,284,1,0,0,1,strict,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,194.99999999999991
North End,Apartment,Entire home/apt,4,1.0,0,2.0,Real Bed,2.0,50,14,1,0,0,1,flexible,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,299.9999999999999
North End,Apartment,Entire home/apt,3,1.0,0,1.0,Real Bed,2.0,85,248,1,0,0,1,strict,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,135.00000000000006
North End,Apartment,Entire home/apt,2,1.0,1,1.0,Real Bed,1.0,45,312,1,0,0,1,strict,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,125.0
North End,Apartment,Entire home/apt,2,1.0,1,1.0,Real Bed,1.0,45,296,1,0,0,1,strict,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,125.0
North End,Other,Entire home/apt,4,1.0,0,2.0,Real Bed,3.0,166,358,2,37,0,2,strict,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,212.00000000000009
North End,Apartment,Entire home/apt,2,1.0,0,2.0,Real Bed,2.0,0,0,1,0,0,1,flexible,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,200.0
North End,Other,Entire home/apt,6,1.5,0,2.0,Real Bed,3.0,140,196,4,35,0,3,strict,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,425.00000000000017
North End,Other,Entire home/apt,2,1.0,0,1.0,Real Bed,1.0,0,244,1,0,0,3,flexible,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,180.00000000000006
North End,Apartment,Entire home/apt,2,1.0,0,1.0,Real Bed,1.0,0,318,2,0,100,1,strict,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,165.00000000000006
North End,Apartment,Entire home/apt,2,1.0,0,1.0,Real Bed,1.0,50,0,1,0,250,3,flexible,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,120.00000000000003
North End,Apartment,Entire home/apt,3,1.0,1,2.0,Real Bed,2.0,50,10,1,0,0,2,moderate,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,250.0000000000001
North End,Apartment,Entire home/apt,4,2.0,1,2.0,Real Bed,2.0,95,10,1,0,300,1,strict,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,128.99999999999997
North End,Apartment,Private room,2,1.0,0,1.0,Real Bed,1.0,0,355,1,50,0,1,flexible,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,80.00000000000003
North End,Apartment,Entire home/apt,5,1.0,1,2.0,Real Bed,2.0,75,338,2,25,300,20,moderate,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,160.00000000000003
North End,Apartment,Private room,2,1.0,0,1.0,Real Bed,1.0,25,0,4,0,300,2,strict,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,145.0
North End,Apartment,Entire home/apt,3,1.0,0,1.0,Real Bed,1.0,25,4,1,0,200,1,moderate,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,130.99999999999997
North End,Other,Entire home/apt,3,1.0,0,1.0,Real Bed,2.0,80,69,2,15,500,1,strict,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,150.0
North End,Other,Entire home/apt,6,2.0,0,2.0,Real Bed,2.0,0,251,2,50,0,1,strict,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,250.0000000000001
North End,Apartment,Entire home/apt,9,1.0,0,3.0,Real Bed,4.0,60,318,5,50,99,1,strict,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,200.0
North End,Apartment,Entire home/apt,4,1.0,0,2.0,Real Bed,2.0,0,0,1,0,0,2,flexible,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,200.0
North End,Apartment,Entire home/apt,2,1.0,1,1.0,Real Bed,1.0,45,310,1,0,0,1,strict,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,125.0
North End,Apartment,Entire home/apt,2,1.0,0,1.0,Real Bed,1.0,0,248,1,0,0,2,flexible,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,250.0000000000001
North End,Apartment,Entire home/apt,3,1.0,0,1.0,Real Bed,1.0,85,0,2,50,0,2,strict,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,250.0000000000001
North End,Apartment,Entire home/apt,5,1.0,1,1.0,Real Bed,4.0,85,286,3,25,300,1,strict,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,109.00000000000004
North End,Apartment,Entire home/apt,4,1.0,0,2.0,Real Bed,2.0,80,74,4,25,150,4,moderate,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,180.00000000000006
North End,Apartment,Entire home/apt,6,1.0,0,2.0,Real Bed,3.0,65,346,4,40,99,1,strict,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,244.99999999999991
North End,Apartment,Entire home/apt,2,1.0,0,1.0,Real Bed,1.0,0,57,1,0,0,4,strict,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,248.9999999999999
North End,Apartment,Entire home/apt,2,1.0,1,1.0,Real Bed,1.0,45,315,1,0,0,1,strict,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,135.00000000000006
North End,Apartment,Entire home/apt,4,1.0,0,1.0,Real Bed,4.0,85,0,4,200,0,3,moderate,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,299.9999999999999
North End,Apartment,Private room,2,1.0,0,1.0,Real Bed,1.0,0,0,2,15,0,2,moderate,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,102.99999999999999
North End,Apartment,Private room,2,1.0,0,1.0,Real Bed,1.0,25,303,1,0,0,2,strict,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,120.00000000000003
North End,Apartment,Entire home/apt,4,1.0,1,1.0,Real Bed,2.0,100,18,2,10,150,4,strict,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,250.0000000000001
North End,House,Private room,5,1.0,0,1.0,Real Bed,1.0,60,249,2,50,300,3,strict,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,69.00000000000003
North End,Apartment,Entire home/apt,4,1.0,0,1.0,Real Bed,2.0,50,211,2,10,200,2,flexible,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,125.0
North End,Apartment,Entire home/apt,2,1.0,0,1.0,Real Bed,1.0,95,309,1,0,0,2,moderate,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,225.00000000000009
North End,Apartment,Entire home/apt,2,1.0,0,1.0,Real Bed,1.0,40,0,1,0,0,2,moderate,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,239.99999999999994
North End,Apartment,Entire home/apt,3,1.0,0,1.0,Real Bed,1.0,0,0,1,0,0,1,strict,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,180.00000000000006
North End,Apartment,Entire home/apt,3,1.0,0,0.0,Real Bed,1.0,20,74,1,0,200,2,flexible,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,200.0
North End,Apartment,Shared room,2,1.0,0,1.0,Pull-out Sofa,1.0,0,285,1,0,0,1,flexible,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,60.00000000000001
North End,Apartment,Entire home/apt,4,1.5,0,2.0,Real Bed,2.0,50,0,1,0,0,1,flexible,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,200.0
North End,Apartment,Entire home/apt,4,1.0,0,2.0,Real Bed,2.0,80,342,5,25,350,1,strict,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,315.00000000000006
North End,Apartment,Entire home/apt,4,1.0,0,2.0,Real Bed,2.0,80,265,1,0,100,2,moderate,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,380.0000000000001
North End,Apartment,Entire home/apt,4,1.0,0,2.0,Real Bed,2.0,75,309,2,25,250,2,strict,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,219.99999999999991
North End,Apartment,Entire home/apt,4,2.0,0,2.0,Real Bed,3.0,80,297,4,20,250,3,strict,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,180.00000000000006
North End,Apartment,Entire home/apt,2,1.0,0,1.0,Real Bed,1.0,50,0,1,0,500,1,strict,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,140.00000000000003
North End,Apartment,Entire home/apt,2,1.0,0,1.0,Real Bed,1.0,50,0,1,0,0,6,strict,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,180.00000000000006
North End,Apartment,Entire home/apt,2,1.0,0,1.0,Real Bed,1.0,50,306,0,0,100,1,strict,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,200.0
North End,House,Entire home/apt,6,1.0,0,2.0,Real Bed,3.0,166,365,2,37,0,2,strict,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,238.99999999999997
North End,Other,Entire home/apt,6,1.5,0,2.0,Real Bed,3.0,25,155,4,25,0,3,strict,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,425.00000000000017
North End,Apartment,Entire home/apt,4,1.0,1,1.0,Real Bed,1.0,80,325,3,30,450,3,strict,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,198.99999999999991
North End,Apartment,Entire home/apt,6,2.0,0,2.0,Real Bed,3.0,75,0,4,50,500,2,moderate,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,600.0
North End,Apartment,Entire home/apt,2,1.0,0,1.0,Real Bed,1.0,0,273,1,0,0,3,moderate,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,174.99999999999991
North End,Apartment,Entire home/apt,6,1.0,0,3.0,Real Bed,3.0,0,0,3,25,0,2,flexible,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,174.99999999999991
North End,Apartment,Entire home/apt,2,1.0,0,0.0,Real Bed,1.0,0,0,1,0,0,1,flexible,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,250.0000000000001
North End,Other,Entire home/apt,6,1.0,0,2.0,Real Bed,4.0,140,310,5,10,500,3,strict,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,225.00000000000009
North End,Apartment,Entire home/apt,6,1.0,1,2.0,Real Bed,2.0,100,344,4,25,450,2,strict,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,325.0
North End,Apartment,Entire home/apt,4,1.0,1,1.0,Real Bed,1.0,95,299,2,0,200,4,strict,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,174.99999999999991
