neighbourhood_cleansed,property_type,room_type,accommodates,bathrooms,instant_bookable,bedrooms,bed_type,beds,price,cleaning_fee,availability_365,guests_included,extra_people,minimum_nights,cancellation_policy,high_end_electronics,smoke_detector,washing_machine,heating,hair_dryer,hangers,tv,kitchen,workspace,internet,log_price
Downtown,Loft,Entire home/apt,7,3.0,f,3.0,Real Bed,3.0,500.0,160.0,13,1,0.0,1,strict,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.2166061010848646
Downtown,Apartment,Entire home/apt,2,1.0,f,1.0,Real Bed,1.0,269.0,150.0,364,1,0.0,7,strict,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,5.598421958998375
Downtown,Apartment,Entire home/apt,2,1.0,f,1.0,Real Bed,1.0,152.0,35.0,303,1,15.0,1,moderate,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,5.030437921392435
Downtown,Apartment,Entire home/apt,6,1.0,f,2.0,Real Bed,3.0,295.0,100.0,36,4,45.0,2,moderate,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,5.69035945432406
Downtown,Apartment,Entire home/apt,3,1.0,f,1.0,Real Bed,1.0,128.0,35.0,299,1,15.0,1,moderate,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,4.859812404361672
Downtown,Apartment,Entire home/apt,3,1.0,f,0.0,Real Bed,1.0,220.0,60.0,309,2,20.0,2,strict,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.3981627015177525
Downtown,Apartment,Entire home/apt,8,1.0,t,3.0,Real Bed,3.0,334.0,120.0,236,4,60.0,1,strict,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.814130531825066
Downtown,Apartment,Entire home/apt,6,1.0,f,2.0,Real Bed,2.0,290.0,60.0,291,6,20.0,1,moderate,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,5.673323267171493
Downtown,Condominium,Entire home/apt,4,1.0,t,1.0,Real Bed,2.0,139.0,95.0,1,1,10.0,3,strict,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.941642422609304
Downtown,Apartment,Entire home/apt,2,1.0,f,1.0,Real Bed,1.0,220.0,0.0,80,1,0.0,10,moderate,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.3981627015177525
Downtown,Camper/RV,Entire home/apt,7,0.0,t,0.0,Real Bed,3.0,60.0,57.0,339,1,0.0,1,moderate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.110873864173311
Downtown,Apartment,Entire home/apt,4,1.0,f,1.0,Real Bed,1.0,239.0,49.0,291,2,39.0,1,strict,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.480638923341991
Downtown,Apartment,Entire home/apt,2,1.0,f,0.0,Real Bed,1.0,150.0,40.0,316,1,15.0,1,moderate,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,5.017279836814924
Downtown,Apartment,Entire home/apt,5,1.0,t,2.0,Real Bed,2.0,290.0,0.0,245,1,0.0,1,flexible,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,5.673323267171493
Downtown,Apartment,Entire home/apt,5,2.0,f,2.0,Real Bed,3.0,153.0,136.0,361,1,0.0,2,strict,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0369526024136295
Downtown,Apartment,Private room,4,1.0,f,1.0,Real Bed,1.0,250.0,0.0,0,1,0.0,1,flexible,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,5.525452939131784
Downtown,Apartment,Private room,2,1.0,f,1.0,Real Bed,1.0,295.0,0.0,8,1,0.0,1,flexible,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.69035945432406
Downtown,Apartment,Entire home/apt,3,1.0,t,1.0,Real Bed,2.0,204.0,45.0,334,0,0.0,1,strict,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,5.3230099791384085
Downtown,Boat,Private room,2,1.0,f,1.0,Real Bed,1.0,345.0,0.0,34,1,0.0,1,flexible,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.846438775057725
Downtown,Apartment,Entire home/apt,7,2.0,f,3.0,Real Bed,4.0,181.0,136.0,350,1,0.0,2,strict,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.204006687076795
Downtown,Apartment,Entire home/apt,3,1.0,f,1.0,Real Bed,1.0,150.0,250.0,94,0,0.0,6,strict,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,5.017279836814924
Downtown,Villa,Private room,4,1.0,t,1.0,Real Bed,1.0,100.0,0.0,0,1,0.0,1,flexible,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,4.61512051684126
Downtown,Apartment,Private room,3,1.5,f,1.0,Real Bed,2.0,80.0,10.0,54,1,30.0,1,flexible,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,4.394449154672439
Downtown,Loft,Private room,3,1.0,t,1.0,Real Bed,1.0,139.0,10.0,340,1,0.0,1,flexible,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,4.941642422609304
Downtown,Apartment,Entire home/apt,2,1.0,f,1.0,Real Bed,1.0,275.0,0.0,307,1,0.0,5,moderate,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,5.62040086571715
Downtown,Apartment,Entire home/apt,5,1.0,f,1.0,Real Bed,1.0,135.0,10.0,4,1,20.0,1,strict,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.912654885736052
Downtown,Condominium,Private room,4,1.0,t,1.0,Real Bed,2.0,250.0,0.0,0,1,0.0,4,flexible,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,5.525452939131784
Downtown,Other,Entire home/apt,4,1.0,f,1.0,Real Bed,1.0,250.0,0.0,34,1,0.0,3,strict,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,5.525452939131784
Downtown,Apartment,Entire home/apt,5,2.0,f,2.0,Real Bed,2.0,199.0,100.0,175,1,0.0,2,strict,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,5.298317366548036
Downtown,Apartment,Entire home/apt,4,1.0,f,1.0,Real Bed,1.0,300.0,50.0,363,1,0.0,3,strict,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,5.707110264748875
Downtown,Apartment,Entire home/apt,4,1.0,f,1.0,Real Bed,1.0,249.0,100.0,299,1,0.0,3,strict,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,5.521460917862246
Downtown,Apartment,Entire home/apt,7,2.0,f,3.0,Real Bed,4.0,167.0,136.0,360,1,0.0,2,strict,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,5.123963979403259
Downtown,Apartment,Entire home/apt,3,1.0,f,1.0,Real Bed,1.0,400.0,75.0,88,1,50.0,1,flexible,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.993961427306569
Downtown,Villa,Private room,4,1.0,f,1.0,Real Bed,2.0,400.0,0.0,0,1,0.0,3,flexible,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,5.993961427306569
Downtown,Apartment,Entire home/apt,6,1.0,f,2.0,Real Bed,3.0,285.0,100.0,119,4,45.0,2,moderate,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.655991810819852
Downtown,Apartment,Entire home/apt,4,1.0,f,2.0,Real Bed,2.0,250.0,0.0,0,4,75.0,2,moderate,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.525452939131784
Downtown,Condominium,Entire home/apt,2,1.0,f,1.0,Real Bed,1.0,175.0,150.0,82,1,0.0,7,strict,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,5.170483995038151
Downtown,Apartment,Private room,1,1.0,f,1.0,Real Bed,1.0,110.0,0.0,365,1,0.0,3,strict,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,4.709530201312334
Downtown,Apartment,Entire home/apt,2,1.0,t,1.0,Real Bed,1.0,179.0,95.0,100,1,10.0,3,strict,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.19295685089021
Downtown,Loft,Entire home/apt,4,2.0,f,2.0,Real Bed,2.0,400.0,120.0,319,1,0.0,2,flexible,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,5.993961427306569
Downtown,Apartment,Entire home/apt,2,1.0,f,1.0,Real Bed,1.0,289.0,0.0,66,1,0.0,4,moderate,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.66988092298052
Downtown,Apartment,Shared room,2,1.0,t,1.0,Airbed,2.0,103.0,0.0,0,1,10.0,2,strict,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,4.6443908991413725
Downtown,Apartment,Entire home/apt,4,1.0,f,0.0,Real Bed,2.0,107.0,50.0,8,2,20.0,2,strict,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.68213122712422
Downtown,Other,Private room,4,1.0,t,1.0,Real Bed,2.0,400.0,0.0,8,0,0.0,4,moderate,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,5.993961427306569
Downtown,Apartment,Entire home/apt,4,1.0,f,1.0,Real Bed,1.0,175.0,20.0,0,1,0.0,3,flexible,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,5.170483995038151
Downtown,Apartment,Entire home/apt,7,1.0,t,2.0,Real Bed,4.0,265.0,60.0,0,1,0.0,1,strict,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,5.583496308781699
Downtown,Apartment,Entire home/apt,3,1.0,f,0.0,Real Bed,1.0,220.0,60.0,312,2,20.0,2,strict,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.3981627015177525
Downtown,Apartment,Entire home/apt,3,1.0,f,1.0,Real Bed,1.0,199.0,125.0,138,1,0.0,3,strict,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.298317366548036
Downtown,Apartment,Entire home/apt,3,1.0,f,0.0,Real Bed,1.0,220.0,40.0,324,2,20.0,1,moderate,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,5.3981627015177525
Downtown,Apartment,Entire home/apt,2,1.0,f,0.0,Real Bed,1.0,160.0,225.0,324,1,0.0,7,strict,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,5.081404364984463
Downtown,Apartment,Entire home/apt,4,1.0,f,1.0,Real Bed,2.0,230.0,25.0,36,2,10.0,5,strict,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,5.442417710521793
Downtown,Apartment,Entire home/apt,2,1.0,f,1.0,Real Bed,1.0,209.0,150.0,168,1,0.0,5,strict,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,5.3471075307174685
Downtown,Apartment,Entire home/apt,4,1.0,f,2.0,Real Bed,2.0,285.0,100.0,127,4,0.0,2,moderate,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,5.655991810819852
Downtown,Apartment,Entire home/apt,4,1.0,f,1.0,Real Bed,2.0,265.0,60.0,66,1,0.0,1,moderate,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.583496308781699
Downtown,Apartment,Entire home/apt,3,1.0,f,1.0,Real Bed,2.0,185.0,50.0,39,2,25.0,1,strict,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,5.225746673713202
Downtown,Apartment,Entire home/apt,2,1.0,f,1.0,Real Bed,1.0,225.0,0.0,0,1,0.0,1,flexible,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,5.420534999272286
Downtown,Apartment,Entire home/apt,3,1.0,f,1.0,Real Bed,1.0,249.0,150.0,364,1,0.0,4,strict,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,5.521460917862246
Downtown,Apartment,Entire home/apt,3,1.0,f,1.0,Real Bed,1.0,169.0,100.0,172,1,0.0,3,strict,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,5.135798437050262
Downtown,Apartment,Entire home/apt,2,1.0,f,1.0,Real Bed,1.0,325.0,30.0,0,1,0.0,1,moderate,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.786897381366708
Downtown,Apartment,Private room,2,1.0,f,1.0,Real Bed,1.0,250.0,0.0,0,1,0.0,1,flexible,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,5.525452939131784
Downtown,Apartment,Entire home/apt,3,1.0,f,0.0,Real Bed,2.0,206.0,35.0,354,2,35.0,2,strict,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.332718793265369
Downtown,Apartment,Entire home/apt,4,1.0,t,1.0,Real Bed,2.0,189.0,95.0,79,1,0.0,3,strict,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.247024072160486
Downtown,Apartment,Private room,2,1.0,f,1.0,Real Bed,1.0,400.0,0.0,0,1,0.0,1,flexible,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,5.993961427306569
Downtown,Apartment,Entire home/apt,4,1.5,f,2.0,Real Bed,2.0,299.0,0.0,0,1,0.0,1,flexible,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,5.703782474656201
Downtown,Apartment,Shared room,2,1.0,f,1.0,Real Bed,1.0,150.0,0.0,77,1,0.0,1,moderate,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,5.017279836814924
Downtown,Apartment,Entire home/apt,4,1.0,t,1.0,Real Bed,2.0,209.0,95.0,2,1,0.0,3,strict,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.3471075307174685
Downtown,Apartment,Entire home/apt,5,2.0,f,2.0,Real Bed,2.0,199.0,100.0,179,1,0.0,3,strict,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,5.298317366548036
Downtown,Apartment,Entire home/apt,3,1.0,f,1.0,Real Bed,1.0,154.0,250.0,248,0,0.0,30,moderate,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,5.043425116919247
Downtown,Bed & Breakfast,Private room,8,1.0,f,1.0,Real Bed,2.0,70.0,15.0,360,1,50.0,1,strict,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,4.262679877041316
Downtown,Apartment,Entire home/apt,4,1.0,t,2.0,Real Bed,2.0,199.0,0.0,0,1,0.0,10,flexible,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,5.298317366548036
Downtown,Apartment,Entire home/apt,6,2.0,f,2.0,Real Bed,3.0,425.0,0.0,349,1,0.0,1,moderate,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.054439346269371
Downtown,Apartment,Shared room,1,1.0,f,1.0,Pull-out Sofa,1.0,99.0,0.0,353,1,0.0,1,moderate,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,4.605170185988092
Downtown,Apartment,Entire home/apt,3,1.0,f,1.0,Real Bed,1.0,169.0,100.0,175,1,0.0,3,strict,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,5.135798437050262
Downtown,Other,Entire home/apt,4,1.0,f,1.0,Real Bed,2.0,399.0,0.0,9,1,0.0,7,strict,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,5.991464547107982
Downtown,Apartment,Entire home/apt,2,1.0,f,1.0,Real Bed,1.0,400.0,80.0,0,1,0.0,3,flexible,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,5.993961427306569
Downtown,Apartment,Entire home/apt,5,2.0,f,2.0,Real Bed,2.0,199.0,100.0,176,1,0.0,2,strict,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,5.298317366548036
Downtown,Apartment,Entire home/apt,5,2.0,f,2.0,Real Bed,2.0,199.0,100.0,175,1,0.0,3,strict,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,5.298317366548036
Downtown,Apartment,Private room,1,1.0,f,1.0,Real Bed,1.0,80.0,0.0,337,1,0.0,1,moderate,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,4.394449154672439
Downtown,Apartment,Entire home/apt,2,1.0,f,0.0,Real Bed,1.0,150.0,125.0,331,1,10.0,3,strict,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.017279836814924
Downtown,Apartment,Entire home/apt,4,2.0,f,2.0,Real Bed,3.0,235.0,135.0,304,3,10.0,3,strict,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.4638318050256105
Downtown,Apartment,Entire home/apt,3,1.5,f,1.0,Real Bed,1.0,175.0,125.0,151,1,0.0,3,strict,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,5.170483995038151
Downtown,Apartment,Entire home/apt,4,1.0,f,1.0,Real Bed,2.0,250.0,0.0,365,2,150.0,10,strict,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.525452939131784
Downtown,Apartment,Entire home/apt,4,1.0,f,1.0,Real Bed,2.0,229.0,0.0,311,2,25.0,3,strict,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.438079308923196
Downtown,Apartment,Entire home/apt,4,2.0,f,2.0,Real Bed,2.0,275.0,0.0,0,1,0.0,1,flexible,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,5.62040086571715
Downtown,Apartment,Entire home/apt,4,1.0,f,2.0,Real Bed,2.0,325.0,80.0,306,1,0.0,1,moderate,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.786897381366708
Downtown,Apartment,Private room,4,1.0,f,1.0,Real Bed,1.0,135.0,0.0,0,1,0.0,1,flexible,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.912654885736052
Downtown,Apartment,Private room,5,1.0,f,1.0,Real Bed,2.0,125.0,30.0,18,1,50.0,1,moderate,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,4.836281906951478
Downtown,Condominium,Entire home/apt,1,1.0,f,0.0,Real Bed,1.0,175.0,200.0,285,0,0.0,5,strict,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,5.170483995038151
Downtown,Apartment,Private room,1,1.0,f,1.0,Real Bed,1.0,390.0,75.0,0,1,0.0,1,moderate,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,5.968707559985366
Downtown,Apartment,Entire home/apt,3,1.0,f,0.0,Real Bed,2.0,160.0,60.0,249,1,30.0,3,flexible,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,5.081404364984463
Downtown,Apartment,Entire home/apt,3,1.0,f,1.0,Real Bed,1.0,184.0,0.0,308,1,15.0,2,moderate,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,5.220355825078324
Downtown,Apartment,Entire home/apt,3,1.0,f,0.0,Real Bed,1.0,240.0,60.0,238,1,0.0,2,flexible,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,5.484796933490655
Downtown,Apartment,Entire home/apt,2,1.0,f,1.0,Real Bed,1.0,269.0,200.0,364,1,0.0,3,strict,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,5.598421958998375
Downtown,Loft,Entire home/apt,2,1.0,f,1.0,Real Bed,1.0,225.0,45.0,13,1,0.0,2,strict,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,5.420534999272286
Downtown,Apartment,Entire home/apt,4,1.0,f,2.0,Real Bed,2.0,310.0,80.0,203,1,0.0,1,moderate,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.739792912179234
Downtown,Apartment,Entire home/apt,2,1.0,f,1.0,Real Bed,1.0,285.0,0.0,31,2,100.0,2,moderate,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,5.655991810819852
Downtown,Apartment,Entire home/apt,4,2.0,f,2.0,Real Bed,2.0,299.0,200.0,364,1,0.0,5,strict,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,5.703782474656201
Downtown,Apartment,Entire home/apt,2,1.0,f,1.0,Real Bed,1.0,289.0,0.0,70,1,0.0,4,strict,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,5.66988092298052
Downtown,Apartment,Private room,2,1.0,f,1.0,Real Bed,2.0,190.0,0.0,17,1,0.0,1,strict,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,5.25227342804663
Downtown,Bed & Breakfast,Private room,2,2.0,t,1.0,Real Bed,1.0,115.0,50.0,325,1,70.0,2,moderate,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,4.7535901911063645
Downtown,Apartment,Entire home/apt,3,1.0,f,0.0,Real Bed,1.0,225.0,0.0,0,1,0.0,1,flexible,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.420534999272286
Downtown,Apartment,Entire home/apt,4,1.0,f,1.0,Real Bed,2.0,200.0,40.0,0,2,30.0,2,moderate,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,5.303304908059076
Downtown,Apartment,Entire home/apt,2,1.0,f,1.0,Real Bed,1.0,175.0,150.0,259,1,0.0,5,strict,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.170483995038151
Downtown,Apartment,Entire home/apt,4,2.0,t,2.0,Real Bed,2.0,249.0,95.0,13,1,0.0,3,strict,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.521460917862246
Downtown,Apartment,Entire home/apt,2,1.0,f,0.0,Real Bed,1.0,229.0,0.0,54,1,0.0,4,moderate,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,5.438079308923196
Downtown,Apartment,Entire home/apt,2,1.5,f,1.0,Real Bed,1.0,425.0,0.0,327,1,0.0,3,strict,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.054439346269371
Downtown,Apartment,Entire home/apt,4,1.0,f,1.0,Real Bed,2.0,200.0,0.0,0,1,0.0,1,flexible,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.303304908059076
Downtown,House,Entire home/apt,10,2.5,t,3.0,Real Bed,9.0,350.0,250.0,133,3,50.0,1,strict,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.860786223465865
Downtown,Apartment,Entire home/apt,3,1.0,t,1.0,Real Bed,2.0,299.0,0.0,341,1,0.0,1,moderate,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,5.703782474656201
Downtown,Apartment,Entire home/apt,2,1.0,f,1.0,Real Bed,1.0,350.0,90.0,0,1,0.0,1,flexible,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,5.860786223465865
Downtown,Apartment,Entire home/apt,2,1.0,f,1.0,Real Bed,1.0,249.0,200.0,340,1,0.0,4,strict,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,5.521460917862246
Downtown,House,Entire home/apt,6,2.0,f,2.0,Real Bed,4.0,375.0,130.0,315,4,50.0,2,strict,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.929589143389895
Downtown,Apartment,Entire home/apt,4,2.0,f,2.0,Real Bed,2.0,329.0,200.0,309,1,0.0,4,strict,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,5.799092654460526
Downtown,Apartment,Entire home/apt,5,2.0,f,2.0,Real Bed,2.0,119.0,119.0,362,1,0.0,2,strict,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,4.787491742782046
Downtown,Apartment,Entire home/apt,6,2.0,f,2.0,Real Bed,3.0,300.0,80.0,296,6,20.0,1,moderate,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,5.707110264748875
Downtown,Apartment,Entire home/apt,5,2.0,f,2.0,Real Bed,2.0,119.0,119.0,365,1,0.0,2,strict,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,4.787491742782046
Downtown,Apartment,Entire home/apt,2,1.0,f,0.0,Real Bed,1.0,239.0,0.0,59,1,0.0,4,strict,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,5.480638923341991
Downtown,Apartment,Entire home/apt,4,1.0,f,1.0,Real Bed,2.0,219.0,0.0,310,2,25.0,3,strict,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.393627546352362
Downtown,Apartment,Entire home/apt,4,1.0,f,2.0,Real Bed,2.0,365.0,85.0,6,2,20.0,5,flexible,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.902633333401366
Downtown,Apartment,Entire home/apt,6,2.0,f,2.0,Real Bed,3.0,375.0,80.0,325,1,0.0,1,moderate,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.929589143389895
Downtown,Apartment,Entire home/apt,3,1.0,t,1.0,Real Bed,2.0,218.0,0.0,330,0,0.0,1,strict,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,5.389071729816501
Downtown,Apartment,Entire home/apt,4,2.0,f,2.0,Real Bed,2.0,329.0,150.0,309,1,0.0,4,strict,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.799092654460526
Downtown,Apartment,Entire home/apt,5,2.0,f,2.0,Real Bed,2.0,119.0,199.0,365,1,0.0,2,strict,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,4.787491742782046
Downtown,Apartment,Shared room,2,1.0,f,1.0,Airbed,1.0,95.0,0.0,59,1,30.0,1,strict,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.564348191467836
Downtown,Apartment,Entire home/apt,5,2.0,f,2.0,Real Bed,2.0,119.0,119.0,365,1,0.0,2,strict,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,4.787491742782046
Downtown,Apartment,Entire home/apt,3,1.0,f,1.0,Real Bed,1.0,199.0,30.0,341,2,25.0,2,flexible,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.298317366548036
Downtown,Apartment,Entire home/apt,4,1.0,f,1.0,Real Bed,1.0,150.0,0.0,154,2,25.0,1,flexible,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,5.017279836814924
