neighbourhood_cleansed,property_type,room_type,accommodates,bathrooms,instant_bookable,bedrooms,bed_type,beds,price,cleaning_fee,availability_365,guests_included,extra_people,minimum_nights,cancellation_policy,high_end_electronics,smoke_detector,washing_machine,heating,hair_dryer,hangers,tv,kitchen,workspace,internet,log_price
Jamaica Plain,House,Entire home/apt,4,1.0,f,2.0,Real Bed,2.0,115.0,70.0,111,3,25.0,1,strict,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.7535901911063645
Jamaica Plain,House,Entire home/apt,4,2.0,f,2.0,Real Bed,3.0,235.0,0.0,84,1,0.0,7,moderate,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.4638318050256105
Jamaica Plain,House,Private room,2,1.0,f,1.0,Real Bed,1.0,89.0,0.0,66,1,10.0,1,strict,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,4.499809670330265
Jamaica Plain,House,Private room,2,1.0,f,1.0,Real Bed,1.0,110.0,0.0,290,1,0.0,1,flexible,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.709530201312334
Jamaica Plain,Apartment,Private room,2,1.0,f,1.0,Real Bed,1.0,84.0,10.0,330,2,25.0,1,flexible,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,4.442651256490317
Jamaica Plain,Apartment,Private room,2,1.0,f,1.0,Real Bed,1.0,125.0,60.0,365,1,0.0,1,flexible,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,4.836281906951478
Jamaica Plain,Apartment,Entire home/apt,3,1.0,f,1.0,Real Bed,1.0,130.0,75.0,263,2,20.0,1,moderate,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,4.875197323201151
Jamaica Plain,Apartment,Private room,1,1.0,f,1.0,Real Bed,1.0,65.0,0.0,341,1,0.0,1,flexible,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,4.189654742026425
Jamaica Plain,Townhouse,Private room,2,1.0,t,1.0,Real Bed,1.0,86.0,20.0,27,2,0.0,1,strict,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.465908118654584
Jamaica Plain,Apartment,Entire home/apt,4,1.0,f,1.0,Futon,1.0,75.0,40.0,0,1,0.0,7,strict,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,4.330733340286331
Jamaica Plain,Apartment,Entire home/apt,6,1.0,f,3.0,Real Bed,2.0,255.0,125.0,17,1,0.0,2,strict,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,5.545177444479562
Jamaica Plain,House,Entire home/apt,3,1.0,t,1.0,Real Bed,1.0,145.0,40.0,322,2,20.0,2,strict,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.983606621708336
Jamaica Plain,House,Entire home/apt,5,1.5,f,3.0,Real Bed,4.0,199.0,75.0,258,1,0.0,7,strict,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.298317366548036
Jamaica Plain,Apartment,Private room,2,1.0,f,1.0,Real Bed,1.0,91.0,0.0,282,2,0.0,2,moderate,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,4.5217885770490405
Jamaica Plain,House,Private room,2,1.0,t,1.0,Real Bed,1.0,81.0,75.0,320,1,25.0,1,strict,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.406719247264253
Jamaica Plain,Apartment,Private room,2,1.0,f,1.0,Pull-out Sofa,1.0,60.0,10.0,334,1,20.0,1,strict,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.110873864173311
Jamaica Plain,House,Private room,3,1.0,t,1.0,Real Bed,2.0,99.0,0.0,242,1,22.0,2,strict,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.605170185988092
Jamaica Plain,Condominium,Private room,1,1.0,f,1.0,Real Bed,1.0,88.0,0.0,123,2,0.0,28,moderate,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.48863636973214
Jamaica Plain,House,Entire home/apt,2,1.0,f,1.0,Real Bed,1.0,225.0,125.0,1,2,0.0,2,strict,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.420534999272286
Jamaica Plain,Apartment,Private room,2,1.0,t,1.0,Real Bed,1.0,50.0,30.0,0,1,0.0,1,flexible,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,3.9318256327243257
Jamaica Plain,Condominium,Entire home/apt,3,2.0,f,1.0,Real Bed,1.0,225.0,75.0,62,2,20.0,2,flexible,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,5.420534999272286
Jamaica Plain,Townhouse,Private room,1,1.0,f,1.0,Futon,1.0,48.0,0.0,2,1,0.0,3,strict,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,3.8918202981106265
Jamaica Plain,Apartment,Entire home/apt,2,1.0,f,1.0,Real Bed,1.0,37.0,30.0,106,1,0.0,2,strict,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,3.6375861597263857
Jamaica Plain,House,Private room,2,1.0,f,1.0,Real Bed,1.0,85.0,30.0,307,2,25.0,3,moderate,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.454347296253507
Jamaica Plain,Apartment,Private room,2,1.0,f,1.0,Real Bed,1.0,100.0,0.0,0,1,0.0,1,flexible,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,4.61512051684126
Jamaica Plain,House,Private room,2,1.5,f,1.0,Real Bed,1.0,75.0,20.0,276,2,40.0,1,moderate,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,4.330733340286331
Jamaica Plain,Apartment,Private room,2,1.0,t,1.0,Real Bed,1.0,25.0,0.0,0,1,20.0,1,flexible,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.258096538021482
Jamaica Plain,Apartment,Private room,1,1.0,f,1.0,Real Bed,1.0,50.0,0.0,0,1,0.0,2,moderate,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,3.9318256327243257
Jamaica Plain,House,Private room,2,1.0,t,1.0,Real Bed,1.0,49.0,50.0,331,1,20.0,1,strict,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,3.912023005428146
Jamaica Plain,House,Private room,4,1.0,f,1.0,Real Bed,3.0,125.0,75.0,282,2,0.0,2,moderate,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.836281906951478
Jamaica Plain,Condominium,Entire home/apt,4,1.0,f,2.0,Real Bed,2.0,180.0,0.0,0,1,0.0,1,flexible,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,5.198497031265826
Jamaica Plain,Apartment,Private room,2,1.0,f,1.0,Real Bed,1.0,60.0,10.0,290,1,20.0,1,strict,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.110873864173311
Jamaica Plain,Apartment,Private room,2,1.0,f,1.0,Futon,1.0,85.0,60.0,365,2,30.0,2,moderate,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,4.454347296253507
Jamaica Plain,Apartment,Private room,2,1.5,f,1.0,Real Bed,1.0,85.0,15.0,329,2,25.0,2,flexible,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,4.454347296253507
Jamaica Plain,House,Private room,2,1.0,f,1.0,Real Bed,1.0,64.0,7.0,26,1,10.0,1,strict,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.174387269895637
Jamaica Plain,Condominium,Private room,2,1.5,f,1.0,Real Bed,1.0,75.0,20.0,8,1,10.0,3,moderate,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,4.330733340286331
Jamaica Plain,Apartment,Entire home/apt,4,1.0,f,2.0,Real Bed,2.0,119.0,0.0,0,1,0.0,14,strict,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,4.787491742782046
Jamaica Plain,Apartment,Entire home/apt,4,1.0,f,1.0,Real Bed,2.0,110.0,0.0,2,2,15.0,2,moderate,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,4.709530201312334
Jamaica Plain,House,Entire home/apt,2,1.0,f,1.0,Real Bed,1.0,179.0,0.0,359,2,45.0,2,flexible,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,5.19295685089021
Jamaica Plain,Apartment,Entire home/apt,6,2.0,f,2.0,Real Bed,2.0,175.0,30.0,0,4,10.0,2,flexible,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,5.170483995038151
Jamaica Plain,Apartment,Entire home/apt,2,1.0,f,0.0,Real Bed,1.0,125.0,50.0,320,2,20.0,6,moderate,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,4.836281906951478
Jamaica Plain,Loft,Entire home/apt,4,1.0,f,2.0,Real Bed,4.0,220.0,60.0,364,4,60.0,3,moderate,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,5.3981627015177525
Mission Hill,Apartment,Entire home/apt,4,1.0,f,2.0,Real Bed,2.0,299.0,200.0,364,1,0.0,30,strict,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,5.703782474656201
Mission Hill,Apartment,Entire home/apt,2,1.0,f,1.0,Real Bed,1.0,249.0,150.0,364,1,0.0,3,strict,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,5.521460917862246
Mission Hill,Apartment,Entire home/apt,2,1.0,f,0.0,Real Bed,1.0,115.0,0.0,362,1,0.0,10,flexible,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.7535901911063645
Mission Hill,Apartment,Entire home/apt,2,1.0,f,1.0,Real Bed,1.0,239.0,50.0,304,1,5.0,2,moderate,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,5.480638923341991
Mission Hill,Apartment,Private room,2,1.5,f,1.0,Real Bed,1.0,75.0,0.0,0,1,0.0,1,flexible,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.330733340286331
Mission Hill,Loft,Private room,2,1.0,f,1.0,Airbed,1.0,30.0,25.0,0,1,0.0,1,moderate,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,3.4339872044851463
Mission Hill,Apartment,Private room,1,1.0,f,1.0,Real Bed,1.0,45.0,75.0,280,1,25.0,20,strict,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,3.828641396489095
Mission Hill,Condominium,Private room,5,1.0,f,1.0,Real Bed,5.0,160.0,25.0,289,4,20.0,3,moderate,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.081404364984463
Mission Hill,Apartment,Private room,2,2.0,f,1.0,Real Bed,1.0,62.0,35.0,304,1,0.0,1,strict,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,4.143134726391533
Mission Hill,Apartment,Private room,1,2.0,f,1.0,Real Bed,1.0,55.0,15.0,0,2,15.0,1,strict,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,4.02535169073515
Mission Hill,Apartment,Private room,4,2.0,f,1.0,Real Bed,2.0,79.0,30.0,0,1,59.0,3,strict,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,4.382026634673881
Mission Hill,Apartment,Private room,1,1.0,f,1.0,Real Bed,1.0,60.0,0.0,0,1,20.0,1,flexible,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,4.110873864173311
Mission Hill,Apartment,Private room,2,2.0,f,1.0,Real Bed,1.0,79.0,0.0,0,1,0.0,1,strict,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.382026634673881
Mission Hill,House,Private room,1,1.0,f,1.0,Real Bed,1.0,75.0,0.0,308,1,10.0,1,moderate,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,4.330733340286331
Mission Hill,Apartment,Entire home/apt,2,1.0,t,0.0,Real Bed,1.0,75.0,0.0,281,1,0.0,1,moderate,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,4.330733340286331
Mission Hill,House,Private room,1,1.0,f,1.0,Real Bed,1.0,30.0,0.0,0,1,0.0,1,flexible,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,3.4339872044851463
Mission Hill,Apartment,Private room,2,1.0,f,1.0,Real Bed,1.0,105.0,0.0,188,1,35.0,2,moderate,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,4.663439094112067
Mission Hill,Apartment,Shared room,1,1.0,f,1.0,Real Bed,1.0,27.0,0.0,26,1,0.0,2,moderate,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,3.332204510175204
Mission Hill,House,Private room,1,1.0,f,1.0,Real Bed,1.0,85.0,20.0,338,1,0.0,2,moderate,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,4.454347296253507
Mission Hill,House,Private room,2,1.0,t,1.0,Real Bed,1.0,110.0,0.0,113,1,10.0,2,moderate,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.709530201312334
Mission Hill,Apartment,Entire home/apt,2,1.0,f,1.0,Real Bed,1.0,199.0,150.0,89,1,0.0,30,strict,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,5.298317366548036
Mission Hill,Apartment,Private room,2,1.0,f,1.0,Real Bed,2.0,45.0,15.0,0,1,0.0,7,flexible,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,3.828641396489095
Mission Hill,Apartment,Entire home/apt,4,1.0,f,2.0,Real Bed,2.0,269.0,150.0,364,1,0.0,30,strict,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,5.598421958998375
Mission Hill,Apartment,Private room,2,2.0,f,1.0,Real Bed,1.0,69.0,30.0,0,1,10.0,1,flexible,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,4.248495242049359
Mission Hill,Apartment,Private room,2,1.0,f,1.0,Real Bed,1.0,75.0,0.0,0,1,0.0,5,flexible,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,4.330733340286331
Mission Hill,House,Private room,2,1.5,f,1.0,Real Bed,1.0,45.0,6.0,0,1,10.0,3,moderate,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,3.828641396489095
Mission Hill,House,Private room,1,1.0,t,1.0,Real Bed,1.0,70.0,0.0,110,1,0.0,3,moderate,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,4.262679877041316
Mission Hill,House,Private room,3,1.0,f,1.0,Real Bed,2.0,70.0,10.0,120,2,10.0,1,flexible,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,4.262679877041316
Mission Hill,Apartment,Entire home/apt,3,1.0,f,1.0,Real Bed,1.0,169.0,100.0,179,1,0.0,3,strict,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,5.135798437050262
Mission Hill,Apartment,Private room,5,2.0,f,1.0,Real Bed,3.0,99.0,30.0,101,1,39.0,4,strict,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,4.605170185988092
Mission Hill,Apartment,Private room,1,1.0,f,1.0,Real Bed,1.0,90.0,5.0,0,1,15.0,2,moderate,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,4.51085950651685
Mission Hill,Condominium,Private room,2,1.0,t,1.0,Real Bed,1.0,80.0,10.0,30,1,20.0,1,strict,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.394449154672439
Mission Hill,Apartment,Entire home/apt,6,2.0,f,3.0,Real Bed,3.0,275.0,85.0,323,2,5.0,3,strict,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.62040086571715
Mission Hill,Apartment,Private room,2,1.0,f,1.0,Real Bed,1.0,71.0,50.0,31,1,0.0,1,flexible,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,4.276666119016055
Mission Hill,Apartment,Private room,2,1.0,f,1.0,Real Bed,1.0,125.0,10.0,330,1,0.0,1,strict,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,4.836281906951478
Mission Hill,Apartment,Entire home/apt,2,1.0,f,0.0,Real Bed,1.0,140.0,50.0,0,1,0.0,5,flexible,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,4.948759890378168
Mission Hill,Apartment,Shared room,2,1.0,f,1.0,Real Bed,2.0,52.0,0.0,344,1,25.0,7,moderate,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,3.970291913552122
Mission Hill,Apartment,Private room,2,1.0,f,1.0,Real Bed,1.0,70.0,25.0,297,2,0.0,2,moderate,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.262679877041316
Mission Hill,Apartment,Entire home/apt,3,1.0,t,1.0,Real Bed,1.0,208.0,84.0,44,2,35.0,1,moderate,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,5.342334251964811
Mission Hill,Apartment,Entire home/apt,7,1.0,f,2.0,Real Bed,3.0,399.0,25.0,332,4,0.0,2,strict,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,5.991464547107982
Mission Hill,Apartment,Entire home/apt,2,1.0,f,1.0,Real Bed,1.0,100.0,13.0,330,1,0.0,3,flexible,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.61512051684126
Mission Hill,Apartment,Entire home/apt,1,2.0,f,1.0,Real Bed,1.0,59.0,0.0,0,1,0.0,1,flexible,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,4.0943445622221
Mission Hill,Apartment,Entire home/apt,3,1.0,f,1.0,Real Bed,1.0,169.0,100.0,179,1,0.0,3,strict,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,5.135798437050262
Mission Hill,Apartment,Entire home/apt,3,1.0,f,1.0,Real Bed,1.0,169.0,100.0,208,1,0.0,3,strict,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,5.135798437050262
Mission Hill,Apartment,Private room,1,1.0,f,1.0,Futon,1.0,75.0,35.0,158,1,40.0,2,strict,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.330733340286331
Mission Hill,Condominium,Private room,2,1.0,f,1.0,Real Bed,1.0,100.0,15.0,298,1,20.0,2,strict,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,4.61512051684126
Mission Hill,Apartment,Entire home/apt,3,2.0,f,1.0,Real Bed,1.0,115.0,200.0,308,0,0.0,5,strict,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,4.7535901911063645
Mission Hill,Apartment,Entire home/apt,2,1.0,f,1.0,Real Bed,1.0,65.0,0.0,242,1,0.0,2,moderate,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,4.189654742026425
Mission Hill,Apartment,Entire home/apt,12,2.0,f,4.0,Real Bed,7.0,349.0,120.0,29,8,49.0,15,strict,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,5.857933154483459
Mission Hill,Apartment,Private room,3,1.0,f,1.0,Airbed,3.0,75.0,25.0,299,2,20.0,2,moderate,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.330733340286331
Mission Hill,House,Shared room,1,2.5,f,1.0,Real Bed,4.0,35.0,0.0,364,1,0.0,15,flexible,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.58351893845611
Mission Hill,Apartment,Entire home/apt,5,1.0,f,5.0,Real Bed,4.0,100.0,0.0,0,1,0.0,5,flexible,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,4.61512051684126
Mission Hill,Apartment,Entire home/apt,4,1.0,f,2.0,Real Bed,2.0,199.0,0.0,320,1,0.0,2,moderate,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,5.298317366548036
Mission Hill,Apartment,Private room,2,1.0,f,1.0,Real Bed,1.0,75.0,0.0,0,1,0.0,5,flexible,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,4.330733340286331
Mission Hill,Apartment,Entire home/apt,4,1.0,f,2.0,Real Bed,2.0,160.0,0.0,0,1,0.0,2,strict,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,5.081404364984463
Mission Hill,Apartment,Entire home/apt,3,1.0,f,1.0,Real Bed,1.0,349.0,100.0,117,1,0.0,3,strict,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.857933154483459
Mission Hill,Apartment,Private room,2,1.0,f,1.0,Real Bed,1.0,65.0,10.0,245,1,0.0,2,flexible,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,4.189654742026425
Mission Hill,Apartment,Private room,1,1.0,f,1.0,Real Bed,1.0,41.0,0.0,0,1,0.0,1,flexible,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,3.737669618283368
Mission Hill,Apartment,Private room,2,1.0,f,1.0,Real Bed,2.0,80.0,50.0,158,2,25.0,1,flexible,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.394449154672439
Mission Hill,Apartment,Private room,2,1.0,f,1.0,Real Bed,1.0,49.0,5.0,324,2,50.0,1,moderate,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,3.912023005428146
Mission Hill,Apartment,Private room,1,2.5,f,1.0,Real Bed,1.0,35.0,0.0,0,1,0.0,20,flexible,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,3.58351893845611
Mission Hill,Townhouse,Private room,2,1.0,f,1.0,Real Bed,1.0,72.0,30.0,317,1,20.0,1,moderate,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.290459441148391
Mission Hill,Apartment,Private room,2,1.0,f,1.0,Real Bed,1.0,90.0,10.0,0,1,25.0,2,strict,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,4.51085950651685
Mission Hill,Apartment,Private room,2,1.0,f,1.0,Real Bed,1.0,100.0,50.0,0,1,0.0,5,strict,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,4.61512051684126
Mission Hill,Condominium,Private room,2,1.0,f,1.0,Real Bed,1.0,90.0,15.0,290,1,20.0,2,strict,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.51085950651685
Mission Hill,Apartment,Entire home/apt,2,1.0,f,2.0,Real Bed,3.0,89.0,0.0,358,1,0.0,7,strict,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,4.499809670330265
Mission Hill,Apartment,Private room,1,2.0,f,1.0,Real Bed,1.0,65.0,0.0,0,1,0.0,1,strict,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,4.189654742026425
Mission Hill,Apartment,Entire home/apt,2,1.0,f,1.0,Real Bed,1.0,170.0,30.0,339,1,18.0,1,strict,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,5.14166355650266
Mission Hill,Apartment,Entire home/apt,3,1.0,f,1.0,Real Bed,1.0,169.0,100.0,179,1,0.0,5,strict,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,5.135798437050262
Mission Hill,Apartment,Entire home/apt,5,1.0,t,2.0,Real Bed,4.0,150.0,50.0,0,1,0.0,5,flexible,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,5.017279836814924
Mission Hill,House,Private room,1,1.0,f,1.0,Real Bed,1.0,50.0,0.0,50,1,0.0,10,moderate,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,3.9318256327243257
Mission Hill,Apartment,Shared room,1,1.0,f,1.0,Real Bed,1.0,20.0,0.0,340,1,0.0,1,flexible,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,3.044522437723423
Mission Hill,Apartment,Private room,1,1.0,f,1.0,Real Bed,1.0,56.0,0.0,0,1,0.0,1,flexible,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.04305126783455
Mission Hill,Loft,Entire home/apt,3,1.0,f,1.0,Real Bed,2.0,140.0,30.0,60,2,120.0,4,strict,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,4.948759890378168
Mission Hill,Apartment,Private room,2,1.0,f,1.0,Real Bed,1.0,88.0,30.0,305,1,20.0,1,strict,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.48863636973214
Mission Hill,House,Private room,1,1.0,f,1.0,Real Bed,1.0,50.0,0.0,48,1,0.0,10,moderate,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,3.9318256327243257
Mission Hill,House,Private room,2,1.0,f,1.0,Real Bed,1.0,74.0,10.0,237,0,0.0,1,moderate,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.31748811353631
Mission Hill,Apartment,Private room,2,1.0,t,1.0,Real Bed,1.0,42.0,0.0,0,1,0.0,1,flexible,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.7612001156935615
Mission Hill,Apartment,Entire home/apt,5,2.0,f,2.0,Real Bed,2.0,199.0,100.0,179,1,0.0,3,strict,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,5.298317366548036
Mission Hill,Apartment,Shared room,1,1.0,f,1.0,Real Bed,3.0,40.0,15.0,0,1,0.0,1,strict,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,3.713572066704308
Mission Hill,Apartment,Entire home/apt,3,1.0,f,1.0,Real Bed,1.0,169.0,100.0,117,1,0.0,3,strict,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,5.135798437050262
Mission Hill,Apartment,Entire home/apt,5,2.0,f,2.0,Real Bed,2.0,319.0,100.0,179,1,0.0,20,strict,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,5.768320995793772
Mission Hill,Condominium,Private room,2,1.0,t,1.0,Real Bed,1.0,80.0,15.0,30,1,20.0,1,strict,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.394449154672439
Mission Hill,House,Private room,1,1.0,f,1.0,Futon,1.0,50.0,0.0,0,1,0.0,1,flexible,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.9318256327243257
