neighbourhood_cleansed,property_type,room_type,accommodates,bathrooms,instant_bookable,bedrooms,bed_type,beds,price,cleaning_fee,availability_365,guests_included,extra_people,security_deposit,minimum_nights,cancellation_policy,breakfast,high_end_electronics,smoke_detector,pets_allowed,secure,washing_machine,heating,Hot_Tub,hair_dryer,hangers,elevator,fire_extinguisher,free_parking,gym,tv,kitchen,workspace,room_key,pool,wheelchair_access,internet,firstAid_kit,log_price
Roxbury,Apartment,Private room,1,1.0,f,1.0,Real Bed,1.0,75.0,0,250,1,15,0,2,strict,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,4.330733340286331
Roxbury,Apartment,Private room,2,0.0,f,1.0,Real Bed,1.0,90.0,0,248,1,30,0,2,strict,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,4.51085950651685
Roxbury,Apartment,Entire home/apt,2,1.0,f,0.0,Real Bed,1.0,94.0,20,0,1,0,0,2,strict,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,4.553876891600541
Roxbury,Apartment,Entire home/apt,2,1.0,f,1.0,Real Bed,1.0,125.0,50,294,1,0,300,2,moderate,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,4.836281906951478
Roxbury,Other,Private room,2,1.0,t,1.0,Real Bed,1.0,60.0,15,364,1,20,0,1,strict,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.110873864173311
Roxbury,House,Private room,2,2.0,t,1.0,Real Bed,2.0,99.0,10,353,1,0,0,1,strict,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,4.605170185988092
Roxbury,Apartment,Entire home/apt,4,1.0,t,0.0,Futon,2.0,100.0,15,322,1,22,0,1,moderate,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,4.61512051684126
Roxbury,Apartment,Private room,2,1.0,f,1.0,Real Bed,1.0,92.0,0,280,1,0,0,1,moderate,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,4.532599493153256
Roxbury,Apartment,Entire home/apt,4,1.0,t,1.0,Real Bed,1.0,100.0,30,227,4,25,0,2,moderate,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,4.61512051684126
Roxbury,House,Private room,2,1.0,t,1.0,Real Bed,1.0,60.0,15,362,1,20,0,1,flexible,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.110873864173311
Roxbury,Apartment,Private room,1,1.0,f,1.0,Real Bed,1.0,33.0,50,340,1,0,300,30,strict,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,3.5263605246161616
Roxbury,Apartment,Private room,2,1.0,f,1.0,Real Bed,1.0,75.0,50,57,1,0,0,2,moderate,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,4.330733340286331
Roxbury,Apartment,Private room,1,1.0,f,1.0,Real Bed,1.0,52.0,10,0,1,0,100,1,flexible,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3.970291913552122
Roxbury,House,Private room,1,1.0,f,1.0,Real Bed,1.0,78.0,30,79,1,25,0,2,strict,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,4.3694478524670215
Roxbury,House,Private room,2,1.0,f,1.0,Real Bed,1.0,60.0,20,0,1,15,0,1,strict,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,4.110873864173311
Roxbury,House,Entire home/apt,4,1.0,f,2.0,Real Bed,2.0,150.0,0,296,4,25,300,2,moderate,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,5.017279836814924
Roxbury,House,Private room,2,1.0,f,1.0,Real Bed,1.0,83.0,0,33,1,0,0,1,flexible,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,4.430816798843313
Roxbury,Other,Private room,4,1.0,t,1.0,Real Bed,1.0,65.0,10,350,1,30,0,1,moderate,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,4.189654742026425
Roxbury,Apartment,Private room,2,1.0,t,1.0,Real Bed,2.0,55.0,20,29,2,20,0,3,strict,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,4.02535169073515
Roxbury,House,Entire home/apt,6,1.0,f,2.0,Real Bed,2.0,120.0,0,0,1,0,300,2,moderate,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,4.795790545596741
Roxbury,Apartment,Entire home/apt,6,1.0,f,2.0,Real Bed,5.0,120.0,100,85,4,44,0,1,moderate,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,4.795790545596741
Roxbury,Apartment,Private room,1,1.0,f,1.0,Real Bed,1.0,90.0,0,364,1,0,0,1,flexible,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.51085950651685
Roxbury,Apartment,Private room,2,1.0,f,1.0,Real Bed,1.0,45.0,15,166,1,0,95,5,flexible,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,3.828641396489095
Roxbury,Apartment,Private room,2,1.0,f,1.0,Real Bed,1.0,130.0,0,0,1,20,0,1,flexible,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,4.875197323201151
Roxbury,House,Private room,2,1.0,t,1.0,Real Bed,1.0,60.0,20,314,1,10,100,3,strict,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,4.110873864173311
Roxbury,House,Entire home/apt,2,1.0,f,0.0,Real Bed,1.0,110.0,30,39,1,8,100,1,moderate,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,4.709530201312334
Roxbury,House,Private room,2,0.5,f,1.0,Pull-out Sofa,1.0,75.0,0,5,1,0,0,1,flexible,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.330733340286331
Roxbury,House,Private room,2,1.5,t,1.0,Real Bed,3.0,120.0,10,349,2,50,0,2,strict,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,4.795790545596741
Roxbury,Apartment,Private room,2,1.0,f,1.0,Real Bed,1.0,60.0,0,0,1,0,0,1,moderate,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,4.110873864173311
Roxbury,Apartment,Private room,1,2.0,f,1.0,Futon,1.0,55.0,0,0,1,0,0,2,flexible,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,4.02535169073515
Roxbury,House,Private room,1,1.5,f,1.0,Real Bed,1.0,49.0,0,362,0,0,1000,10,moderate,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,3.912023005428146
Roxbury,Apartment,Entire home/apt,2,1.0,f,1.0,Real Bed,1.0,114.0,35,213,1,0,250,2,flexible,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,4.74493212836325
Roxbury,Apartment,Private room,2,1.0,f,1.0,Real Bed,1.0,75.0,15,0,1,0,95,1,flexible,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,4.330733340286331
Roxbury,House,Private room,2,1.0,f,1.0,Real Bed,1.0,150.0,0,365,1,0,0,1,flexible,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,5.017279836814924
Roxbury,Apartment,Private room,1,1.0,f,1.0,Real Bed,1.0,39.0,50,284,1,0,300,30,strict,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,3.688879454113936
Roxbury,Apartment,Private room,2,1.0,f,1.0,Real Bed,1.0,95.0,25,45,1,30,400,2,moderate,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,4.564348191467836
Roxbury,House,Private room,2,1.0,f,1.0,Real Bed,2.0,64.0,0,356,1,0,0,3,flexible,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,4.174387269895637
Roxbury,Apartment,Private room,4,1.5,f,1.0,Real Bed,3.0,120.0,0,139,2,10,0,2,flexible,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,4.795790545596741
Roxbury,House,Private room,2,1.0,f,1.0,Real Bed,1.0,70.0,45,340,1,36,0,2,strict,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,4.262679877041316
Roxbury,House,Entire home/apt,10,2.0,f,4.0,Real Bed,6.0,150.0,80,18,2,25,500,2,strict,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,5.017279836814924
Roxbury,House,Private room,3,2.0,f,1.0,Real Bed,3.0,75.0,75,342,1,40,0,3,flexible,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,4.330733340286331
Roxbury,House,Private room,2,2.0,t,1.0,Real Bed,1.0,99.0,0,342,1,0,0,1,strict,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,4.605170185988092
Roxbury,House,Private room,1,2.0,t,1.0,Real Bed,1.0,99.0,0,349,1,0,0,1,strict,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,4.605170185988092
Roxbury,Apartment,Private room,1,1.0,f,1.0,Real Bed,1.0,92.0,25,21,1,30,400,2,moderate,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,4.532599493153256
Roxbury,Apartment,Shared room,2,1.0,f,1.0,Real Bed,1.0,99.0,0,0,1,0,0,1,flexible,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,4.605170185988092
Roxbury,Apartment,Private room,2,1.0,f,1.0,Real Bed,1.0,125.0,25,47,1,30,400,2,moderate,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,4.836281906951478
Roxbury,Apartment,Private room,2,1.0,f,1.0,Real Bed,1.0,85.0,0,333,1,20,0,3,strict,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.454347296253507
Roxbury,Apartment,Private room,1,1.5,f,1.0,Real Bed,1.0,35.0,5,93,1,15,0,30,flexible,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,3.58351893845611
Roxbury,House,Private room,2,1.0,f,1.0,Real Bed,1.0,90.0,20,42,1,40,250,3,moderate,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,4.51085950651685
Roxbury,Apartment,Shared room,1,1.0,f,1.0,Pull-out Sofa,1.0,35.0,0,254,1,0,0,1,flexible,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,3.58351893845611
Roxbury,Apartment,Private room,1,1.0,f,1.0,Real Bed,1.0,100.0,0,292,1,0,0,1,flexible,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,4.61512051684126
Roxbury,Apartment,Private room,1,1.0,f,1.0,Real Bed,1.0,52.0,30,345,1,0,0,1,flexible,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.970291913552122
Roxbury,Apartment,Private room,2,1.0,f,1.0,Real Bed,1.0,65.0,50,9,1,15,300,3,moderate,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,4.189654742026425
Roxbury,Apartment,Private room,1,1.0,f,1.0,Real Bed,1.0,83.0,0,261,1,0,0,1,moderate,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,4.430816798843313
Roxbury,Apartment,Private room,1,1.0,f,1.0,Real Bed,1.0,40.0,50,340,1,0,300,30,strict,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,3.713572066704308
Roxbury,Apartment,Private room,1,1.0,f,1.0,Real Bed,1.0,50.0,0,4,0,0,0,3,strict,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,3.9318256327243257
Roxbury,Apartment,Private room,2,1.0,f,1.0,Real Bed,1.0,90.0,20,66,1,40,250,3,moderate,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.51085950651685
Roxbury,Apartment,Private room,2,1.0,t,1.0,Real Bed,1.0,65.0,5,305,1,30,0,1,moderate,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,4.189654742026425
Roxbury,Apartment,Private room,2,1.0,f,1.0,Real Bed,1.0,50.0,10,0,1,0,0,1,flexible,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,3.9318256327243257
Roxbury,House,Private room,2,1.0,t,1.0,Real Bed,1.0,100.0,20,365,1,60,0,1,flexible,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,4.61512051684126
Roxbury,Apartment,Private room,3,1.0,f,1.0,Real Bed,3.0,75.0,50,154,2,42,0,2,flexible,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,4.330733340286331
Roxbury,Apartment,Private room,1,1.0,f,1.0,Real Bed,1.0,35.0,50,351,1,0,300,30,strict,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,3.58351893845611
Roxbury,Apartment,Private room,2,1.0,t,1.0,Real Bed,1.0,63.0,5,263,1,30,0,1,moderate,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,4.158883083359672
Roxbury,Apartment,Private room,2,1.0,t,1.0,Real Bed,1.0,63.0,5,286,1,30,0,1,flexible,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,4.158883083359672
Roxbury,Apartment,Entire home/apt,2,1.0,f,1.0,Real Bed,1.0,150.0,0,111,1,0,0,3,moderate,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,5.017279836814924
Roxbury,Apartment,Entire home/apt,2,1.0,f,1.0,Real Bed,1.0,150.0,50,7,1,0,200,2,flexible,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,5.017279836814924
Roxbury,Apartment,Private room,1,1.0,f,1.0,Real Bed,1.0,50.0,0,0,1,0,0,3,flexible,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,3.9318256327243257
Roxbury,Apartment,Private room,1,1.0,f,1.0,Real Bed,1.0,53.0,0,364,1,0,0,1,flexible,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.9889840465642745
Roxbury,Apartment,Private room,1,1.0,f,1.0,Real Bed,1.0,81.0,25,59,0,0,400,2,moderate,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,4.406719247264253
Roxbury,Apartment,Private room,1,1.0,f,1.0,Real Bed,1.0,79.0,20,34,1,0,0,2,moderate,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,4.382026634673881
South End,Apartment,Private room,2,1.0,f,1.0,Real Bed,1.0,120.0,0,0,1,0,0,7,strict,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,4.795790545596741
South End,Apartment,Entire home/apt,2,1.0,f,1.0,Real Bed,1.0,150.0,0,51,1,0,300,7,flexible,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,5.017279836814924
South End,Apartment,Shared room,1,1.0,f,1.0,Airbed,1.0,75.0,60,361,1,0,1500,1,strict,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,4.330733340286331
South End,Apartment,Private room,2,1.0,f,1.0,Real Bed,1.0,100.0,0,0,1,20,200,1,moderate,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,4.61512051684126
South End,House,Private room,1,1.0,f,1.0,Real Bed,1.0,125.0,10,337,1,12,0,1,moderate,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.836281906951478
South End,Apartment,Private room,2,1.0,f,1.0,Real Bed,1.0,110.0,0,30,1,0,0,2,flexible,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,4.709530201312334
South End,Other,Private room,2,1.5,t,1.0,Real Bed,1.0,125.0,50,339,1,70,180,2,moderate,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,4.836281906951478
South End,Apartment,Private room,2,1.0,f,1.0,Real Bed,1.0,80.0,50,0,1,0,0,1,moderate,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,4.394449154672439
South End,Apartment,Shared room,1,1.0,f,1.0,Real Bed,1.0,60.0,6,365,1,15,0,1,flexible,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,4.110873864173311
South End,House,Entire home/apt,2,1.0,f,0.0,Real Bed,1.0,145.0,50,134,2,25,0,2,strict,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,4.983606621708336
South End,Apartment,Entire home/apt,1,1.0,f,1.0,Real Bed,1.0,150.0,150,331,1,0,0,14,strict,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,5.017279836814924
South End,Apartment,Entire home/apt,2,1.0,f,0.0,Real Bed,1.0,138.0,75,321,1,0,500,2,strict,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,4.934473933130692
South End,Apartment,Private room,2,1.0,t,1.0,Real Bed,1.0,125.0,40,0,1,0,220,2,strict,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,4.836281906951478
South End,Apartment,Private room,1,1.0,f,1.0,Real Bed,1.0,100.0,0,248,1,0,0,30,moderate,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,4.61512051684126
South End,Apartment,Entire home/apt,2,1.0,f,0.0,Real Bed,1.0,137.0,225,310,1,0,0,7,strict,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,4.927253685157205
South End,Apartment,Entire home/apt,2,1.0,f,0.0,Real Bed,1.0,137.0,225,310,1,0,0,7,strict,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,4.927253685157205
South End,Other,Private room,3,1.5,f,1.0,Real Bed,2.0,125.0,30,68,2,20,100,1,moderate,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,4.836281906951478
South End,Apartment,Entire home/apt,2,1.0,f,1.0,Real Bed,1.0,150.0,50,2,2,50,500,5,flexible,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,5.017279836814924
South End,Apartment,Entire home/apt,2,1.0,f,0.0,Real Bed,1.0,150.0,225,278,1,0,0,7,strict,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,5.017279836814924
South End,Other,Private room,2,1.0,f,1.0,Real Bed,1.0,75.0,0,116,1,0,0,1,flexible,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,4.330733340286331
